od_no,o_zone_id,d_zone_id,o_zone_agent_type_cover_flag,d_zone_agent_type_cover_flag,path_id,information_type,agent_type,demand_period,volume,assign_volume,subarea_flag,sensor_flag,toll,travel_time,VDF_travel_time,travel_time_without_access_link,#_of_nodes,distance_kmOD0,OD1,OD2,OD3,OD4,OD5,OD6,OD7,OD8,OD9,OD10,OD11,OD12,OD13,OD14,OD15,OD16,OD17,OD18,OD19,
486,17,615,0,0,0,0,sov,PM,6.12,0,1,1,0.0,15.0,14.9657,14.9657,12,8.2586,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
487,17,619,0,0,0,0,sov,PM,6.12,0,1,1,0.0,4.7,4.6838,4.6838,6,2.1890,0.108460,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
488,17,620,0,0,0,0,sov,PM,6.12,0,1,1,0.0,9.1,9.1199,9.1199,8,4.4438,0.107880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
489,17,621,0,0,0,0,sov,PM,6.12,0,1,1,0.0,12.8,12.7756,12.7756,18,7.2171,0.506340,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
490,17,622,0,0,0,0,sov,PM,6.12,0,1,1,0.0,13.2,13.2226,13.2226,18,8.4239,0.593920,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
491,17,623,0,0,0,0,sov,PM,6.12,0,1,1,0.0,10.6,10.5810,10.5810,17,6.0028,0.550420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
492,17,624,0,0,0,0,sov,PM,6.12,0,1,1,0.0,12.5,12.4510,12.4510,17,6.9223,0.492420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
493,17,625,0,0,0,0,sov,PM,6.12,0,1,1,0.0,13.3,13.2647,13.2647,18,7.7095,0.080040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
494,17,626,0,0,0,0,sov,PM,6.12,0,1,1,0.0,14.6,14.5739,14.5739,18,8.1459,0.330600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
495,17,627,0,0,0,0,sov,PM,6.12,0,1,1,0.0,13.7,13.7051,13.7051,18,7.8237,0.725580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
496,17,628,0,0,0,0,sov,PM,6.12,0,1,1,0.0,13.5,13.5036,13.5036,16,8.2233,0.490680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
497,17,633,0,0,0,0,sov,PM,6.12,0,1,1,0.0,13.7,13.7431,13.7431,17,8.3288,0.551000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
498,17,637,0,0,0,0,sov,PM,6.12,0,1,1,0.0,15.3,15.3402,15.3402,19,9.3787,0.201260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
499,17,640,0,0,0,0,sov,PM,6.12,0,1,1,0.0,15.7,15.7464,15.7464,20,8.9551,0.197200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
500,17,645,0,0,0,0,sov,PM,6.12,0,1,1,0.0,16.5,16.5232,16.5232,21,9.4985,0.226200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
501,17,646,0,0,0,0,sov,PM,6.12,0,1,1,0.0,19.8,19.8122,19.8122,23,13.2274,0.352060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
502,17,647,0,0,0,0,sov,PM,6.12,0,1,1,0.0,15.0,14.9633,14.9633,20,10.5373,0.475020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
503,17,649,0,0,0,0,sov,PM,6.12,0,1,1,0.0,10.7,10.6838,10.6838,17,6.0436,0.545780,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
504,17,650,0,0,0,0,sov,PM,6.12,0,1,1,0.0,11.5,11.4719,11.4719,16,6.0908,0.716880,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
505,17,651,0,0,0,0,sov,PM,6.12,0,1,1,0.0,14.0,14.0463,14.0463,18,7.6825,0.218660,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
506,17,652,0,0,0,0,sov,PM,6.12,0,1,1,0.0,15.1,15.1347,15.1347,19,8.3216,0.812000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
507,17,653,0,0,0,0,sov,PM,6.12,0,1,1,0.0,14.7,14.6517,14.6517,20,8.7158,0.159500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
508,17,654,0,0,0,0,sov,PM,6.12,0,1,1,0.0,15.5,15.5121,15.5121,22,9.0465,0.106140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
509,17,2061,0,0,0,0,sov,PM,6.12,0,1,1,0.0,12.8,12.7794,12.7794,17,7.1642,0.320740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
510,17,2125,0,0,0,0,sov,PM,6.12,0,1,1,0.0,12.7,12.7095,12.7095,11,7.9147,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
511,17,2142,0,0,0,0,sov,PM,6.12,0,1,1,0.0,9.9,9.9259,9.9259,9,5.1841,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
512,17,2146,0,0,0,0,sov,PM,6.12,0,1,1,0.0,12.3,12.2675,12.2675,12,7.5650,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
513,17,2197,0,0,0,0,sov,PM,6.12,0,1,1,0.0,16.7,16.7107,16.7107,22,9.6258,0.060900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
514,18,7,0,0,0,0,sov,PM,40.41,0,1,1,0.0,6.6,6.5958,6.5958,10,4.5941,6.006480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
515,18,767,0,0,0,0,sov,PM,6.12,0,1,1,0.0,5.4,5.3920,5.3920,10,3.5364,0.536500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
516,19,1,0,0,0,0,sov,PM,6.12,0,1,1,0.0,10.7,10.6859,10.6859,13,7.0330,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
517,19,2,0,0,0,0,sov,PM,186.97,0,1,1,0.0,3.6,3.6333,3.6333,7,2.2018,27.791281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
518,19,8,0,0,0,0,sov,PM,6.12,0,1,1,0.0,8.6,8.5923,8.5923,11,4.9612,0.669320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
519,19,9,0,0,0,0,sov,PM,110.78,0,1,1,0.0,0.6,0.5719,0.5719,5,0.3479,16.466200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
520,19,10,0,0,0,0,sov,PM,33.56,0,1,1,0.0,3.1,3.0573,3.0573,9,1.8650,4.988580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
521,19,12,0,0,0,0,sov,PM,6.12,0,1,1,0.0,6.8,6.8474,6.8474,14,4.1951,0.131660,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
522,19,14,0,0,0,0,sov,PM,6.12,0,1,1,0.0,10.0,9.9715,9.9715,19,6.0783,0.207640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
523,19,16,0,0,0,0,sov,PM,3.92,0,1,1,0.0,43.6,43.5645,43.5645,16,9.7081,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
524,19,16,0,0,1,0,sov,PM,8.31,0,1,1,0.0,16.1,16.1249,16.1249,22,10.1502,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
525,19,17,0,0,0,0,sov,PM,6.12,0,1,1,0.0,14.6,14.5974,14.5974,20,8.7410,0.186760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
526,19,602,0,0,0,0,sov,PM,6.12,0,1,1,0.0,18.0,18.0500,18.0500,22,9.2630,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
527,19,615,0,0,0,0,sov,PM,4.21,0,1,1,0.0,46.0,46.0497,46.0497,15,10.1390,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
528,19,615,0,0,1,0,sov,PM,8.02,0,1,1,0.0,18.6,18.6101,18.6101,21,10.5811,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
529,19,617,0,0,0,0,sov,PM,6.12,0,1,1,0.0,17.8,17.8096,17.8096,22,10.3229,0.175740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
530,19,619,0,0,0,0,sov,PM,6.12,0,1,1,0.0,14.8,14.7914,14.7914,19,8.1912,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
531,19,620,0,0,0,0,sov,PM,3.26,0,1,1,0.0,41.3,41.2810,41.2810,13,7.8556,0.315520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
532,19,620,0,0,1,0,sov,PM,8.97,0,1,1,0.0,12.8,12.7643,12.7643,17,6.7663,0.315520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
533,19,621,0,0,0,0,sov,PM,9.52,0,1,1,0.0,10.7,10.7440,10.7440,13,6.1029,1.415200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
534,19,622,0,0,0,0,sov,PM,6.12,0,1,1,0.0,10.2,10.2403,10.2403,21,6.1915,0.161240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
535,19,623,0,0,0,0,sov,PM,15.50,0,1,1,0.0,8.5,8.5495,8.5495,12,4.8885,2.303760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
536,19,624,0,0,0,0,sov,PM,6.12,0,1,1,0.0,8.1,8.1369,8.1369,14,4.4278,0.203580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
537,19,625,0,0,0,0,sov,PM,6.12,0,1,1,0.0,6.9,6.8577,6.8577,11,3.9698,0.205900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
538,19,626,0,0,0,0,sov,PM,6.12,0,1,1,0.0,4.6,4.6152,4.6152,10,2.5298,0.225040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
539,19,627,0,0,0,0,sov,PM,110.30,0,1,1,0.0,3.7,3.6843,3.6843,7,1.8728,16.395439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
540,19,628,0,0,0,0,sov,PM,6.12,0,1,1,0.0,10.5,10.5212,10.5212,19,5.9910,0.243600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
541,19,633,0,0,0,0,sov,PM,6.12,0,1,1,0.0,7.3,7.2559,7.2559,14,4.0971,0.202420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
542,19,637,0,0,0,0,sov,PM,6.12,0,1,1,0.0,5.9,5.9407,5.9407,12,3.1960,0.127020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
543,19,640,0,0,0,0,sov,PM,6.12,0,1,1,0.0,3.3,3.3303,3.3303,7,1.5323,0.596820,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
544,19,646,0,0,0,0,sov,PM,6.12,0,1,1,0.0,14.9,14.9373,14.9373,15,8.2535,0.125860,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
545,19,647,0,0,0,0,sov,PM,6.12,0,1,1,0.0,10.1,10.0884,10.0884,12,5.5635,0.443120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
546,19,649,0,0,0,0,sov,PM,6.12,0,1,1,0.0,8.7,8.6523,8.6523,12,4.9294,0.118900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
547,19,650,0,0,0,0,sov,PM,19.98,0,1,1,0.0,6.8,6.7631,6.7631,11,3.6507,2.970180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
548,19,651,0,0,0,0,sov,PM,92.67,0,1,1,0.0,5.2,5.1856,5.1856,8,2.8002,13.774420,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
549,19,652,0,0,0,0,sov,PM,62.76,0,1,1,0.0,8.3,8.2595,8.2595,8,4.0117,9.328140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
550,19,653,0,0,0,0,sov,PM,6.12,0,1,1,0.0,6.9,6.8534,6.8534,9,3.8681,0.781840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
551,19,654,0,0,0,0,sov,PM,6.12,0,1,1,0.0,4.2,4.1991,4.1991,7,2.1276,0.586380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
552,19,2061,0,0,0,0,sov,PM,7.67,0,1,1,0.0,6.4,6.3723,6.3723,10,3.4245,1.140280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
553,19,2125,0,0,0,0,sov,PM,3.95,0,1,1,0.0,43.8,43.7935,43.7935,14,9.7952,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
554,19,2125,0,0,1,0,sov,PM,8.28,0,1,1,0.0,16.4,16.3539,16.3539,20,10.2373,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
555,19,2136,0,0,0,0,sov,PM,6.12,0,1,1,0.0,16.0,15.9611,15.9611,22,9.1828,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
556,19,2137,0,0,0,0,sov,PM,6.12,0,1,1,0.0,19.2,19.1587,19.1587,24,11.1440,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
557,19,2142,0,0,0,0,sov,PM,3.51,0,1,1,0.0,41.0,41.0099,41.0099,12,7.0645,0.063220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
558,19,2142,0,0,1,0,sov,PM,8.73,0,1,1,0.0,13.6,13.5703,13.5703,18,7.5066,0.063220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
559,19,2146,0,0,0,0,sov,PM,3.89,0,1,1,0.0,43.4,43.3515,43.3515,15,9.4454,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
560,19,2146,0,0,1,0,sov,PM,8.34,0,1,1,0.0,15.9,15.9119,15.9119,21,9.8875,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
561,19,2147,0,0,0,0,sov,PM,6.12,0,1,1,0.0,19.3,19.3455,19.3455,24,11.2063,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
562,19,2197,0,0,0,0,sov,PM,6.91,0,1,1,0.0,4.3,4.2947,4.2947,9,2.2030,1.027760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
563,602,1,0,0,0,0,sov,PM,6.12,0,1,1,0.0,19.2,19.1802,19.1802,20,13.7634,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
564,602,2,0,0,0,0,sov,PM,6.12,0,1,1,0.0,20.5,20.4664,20.4664,24,10.8682,0.774300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
565,602,3,0,0,0,0,sov,PM,6.12,0,1,1,0.0,19.1,19.1150,19.1150,22,10.1369,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
566,602,8,0,0,0,0,sov,PM,6.12,0,1,1,0.0,21.1,21.0899,21.0899,22,14.2798,0.477920,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
567,602,9,0,0,0,0,sov,PM,6.12,0,1,1,0.0,18.3,18.2577,18.2577,22,9.5648,0.354380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
568,602,10,0,0,0,0,sov,PM,6.12,0,1,1,0.0,17.0,16.9716,16.9716,20,8.7533,0.206480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
569,602,12,0,0,0,0,sov,PM,6.12,0,1,1,0.0,14.4,14.3707,14.3707,15,7.0838,0.321320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
570,602,14,0,0,0,0,sov,PM,6.12,0,1,1,0.0,11.4,11.3681,11.3681,10,5.2018,0.248240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
571,602,16,0,0,0,0,sov,PM,6.12,0,1,1,0.0,23.1,23.0868,23.0868,25,13.2118,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
572,602,17,0,0,0,0,sov,PM,6.12,0,1,1,0.0,21.6,21.5592,21.5592,23,11.8026,0.060900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
573,602,19,0,0,0,0,sov,PM,6.12,0,1,1,0.0,17.8,17.7610,17.7610,22,9.2630,0.058000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
