o_zone_id,d_zone_id,links
637,617,"['201065BA', '201102AB', '201103BA', '201105BA', '201270BA', '201275AB', '201294AB', '201325AB', '201330AB', '201334AB', '201335BA', '201342BA', '201343AB', '201346BA', '201351BA', '201353BA', '201354BA', '201505AB', '201508BA', '201512AB', '201517BA', '201532BA', '201596AB', '201597BA', '201601BA', '201602BA', '201604BA', '201605AB']"
637,619,"['201065BA', '201102AB', '201103BA', '201105BA', '201270BA', '201275AB', '201294AB', '201325AB', '201330AB', '201334AB', '201335BA', '201342BA', '201343AB', '201346BA', '201351BA', '201353BA', '201354BA', '201505AB', '201508BA', '201512AB', '201517BA', '201532BA', '201604BA', '201605AB', '201607BA']"
637,620,"['201046BA', '201061AB', '201065BA', '201102AB', '201103BA', '201105BA', '201270BA', '201275AB', '201290BA', '201294AB', '201325AB', '201330AB', '201334AB', '201335BA', '201342BA', '201343AB', '201346BA', '201351BA', '201353BA', '201354BA', '201505AB', '201508BA', '201512AB', '201517BA', '201532BA', 'detour-linkb']"
637,621,"['201103BA', '201104AB', '201105BA', '201270BA', '201274AB', '201276AB', '201289AB', '201334AB', '201336BA', '201337AB', '201338BA', '201340BA', '201505AB', '201508BA', '201512AB', '201517BA']"
637,622,"['201105BA', '201268AB', '201270BA', '201271AB', '201273AB', '201284BA', '201285AB', '201286AB', '201287BA', '201288AB', '201294AB', '201317AB', '201320BA', '201334AB', '201335BA', '201336BA', '201339BA', '201505AB', '201508BA', '201512AB', '201517BA']"
637,623,"['201103BA', '201104AB', '201105BA', '201270BA', '201334AB', '201341BA', '201505AB', '201508BA', '201512AB', '201517BA']"
637,624,"['201105BA', '201333BA', '201505AB', '201508BA', '201512AB', '201517BA']"
637,625,"['201505AB', '201508BA', '201512AB', '201517BA', '201518AB', '201519BA']"
637,626,"['201505AB', '201506AB', '201509AB', '201510BA', '201520AB', '201527BA']"
637,627,"['201505AB', '201506AB', '201509AB', '201510BA', '201520AB', '201525BA', '201526AB']"
637,628,"['201105BA', '201271AB', '201278BA', '201294AB', '201317AB', '201320BA', '201335BA', '201505AB', '201508BA', '201512AB', '201517BA']"
637,633,"['201093BA', '201512AB']"
637,640,"['201502AB', '201505AB', '201506AB', '201509AB', '201510BA', '201520AB', '201526AB', '201544BA', '201560AB']"
637,645,"['201502AB', '201505AB', '201506AB', '201509AB', '201510BA', '201520AB', '201526AB', '201546BA', '201549BA', '201559BA', '201560AB', '201574BA']"
637,646,"['201066BA', '201069BA', '201070BA', '201080AB', '201498BA', '201502AB', '201505AB', '201506AB', '201509AB', '201510BA', '201520AB', '201526AB', '201549BA', '201559BA', '201560AB', '201573BA', '201574BA', '201577AB', '201636AB', '201638BA', '201810BA', '201827AB', '201844AB', '201847BA', '201849BA']"
637,647,"['201048BA', '201066BA', '201069BA', '201070BA', '201498BA', '201502AB', '201505AB', '201506AB', '201509AB', '201510BA', '201520AB', '201526AB', '201549BA', '201559BA', '201560AB', '201573BA', '201574BA', '201810BA', '201827AB', '201844AB', '201847BA', '201849BA']"
637,649,"['201103BA', '201105BA', '201270BA', '201334AB', '201497BA', '201499AB', '201501BA', '201505AB', '201508BA', '201512AB', '201517BA', '201518AB', '201530BA', '201531AB', '201532BA', '201534BA', '201536BA', '201537AB', '201540BA', '201542AB', '201543AB']"
637,650,"['201501BA', '201505AB', '201508BA', '201512AB', '201517BA', '201518AB', '201539BA', '201540BA', '201542AB', '201543AB']"
637,652,"['201496BA', '201497BA', '201498BA', '201499AB', '201501BA', '201502AB', '201505AB', '201506AB', '201509AB', '201510BA', '201517BA', '201518AB', '201520AB', '201526AB', '201530BA', '201540BA', '201542AB', '201543AB', '201549BA', '201559BA', '201560AB', '201573BA', '201574BA', '201575BA', '201576BA']"
637,653,"['201051BA', '201070BA', '201498BA', '201502AB', '201505AB', '201506AB', '201509AB', '201510BA', '201520AB', '201526AB', '201549BA', '201559BA', '201560AB', '201573BA', '201574BA', '201579BA', '201583BA', '201810BA', '201827AB', '201844AB', '201847BA']"
637,654,"['201052BA', '201070BA', '201502AB', '201505AB', '201506AB', '201509AB', '201510BA', '201520AB', '201526AB', '201549BA', '201559BA', '201560AB', '201572BA', '201573BA', '201574BA', '201810BA', '201827AB']"
637,2061,"['201501BA', '201505AB', '201508BA', '201512AB', '201517BA', '201518AB', '201529BA']"
637,2125,"['200821AB', '201005BA', '201065BA', '201102AB', '201103BA', '201105BA', '201270BA', '201275AB', '201294AB', '201325AB', '201330AB', '201334AB', '201335BA', '201342BA', '201343AB', '201346BA', '201351BA', '201353BA', '201354BA', '201505AB', '201508BA', '201512AB', '201517BA', '201532BA', '201595BA', '201606BA', 'detour-linkb']"
637,2137,"['201065BA', '201102AB', '201103BA', '201105BA', '201270BA', '201275AB', '201294AB', '201325AB', '201330AB', '201334AB', '201335BA', '201342BA', '201343AB', '201346BA', '201351BA', '201353BA', '201354BA', '201505AB', '201508BA', '201512AB', '201517BA', '201532BA', '201592BA', '201597BA', '201604BA', '201605AB', '201610AB', '201614AB', '201615BA', '201639BA']"
637,2142,"['201065BA', '201102AB', '201103BA', '201105BA', '201270BA', '201275AB', '201294AB', '201325AB', '201330AB', '201334AB', '201335BA', '201342BA', '201343AB', '201346BA', '201351BA', '201353BA', '201354BA', '201505AB', '201508BA', '201512AB', '201517BA', '201532BA', '201603BA', '201606BA', 'detour-linkb']"
637,2146,"['200820AB', '200821AB', '200984BA', '200985AB', '200989BA', '201065BA', '201102AB', '201103BA', '201105BA', '201270BA', '201275AB', '201294AB', '201325AB', '201330AB', '201334AB', '201335BA', '201342BA', '201343AB', '201346BA', '201351BA', '201353BA', '201354BA', '201505AB', '201508BA', '201512AB', '201517BA', '201532BA', '201595BA', '201606BA', 'detour-linkb']"
637,2147,"['201065BA', '201102AB', '201103BA', '201105BA', '201270BA', '201275AB', '201294AB', '201325AB', '201330AB', '201334AB', '201335BA', '201342BA', '201343AB', '201346BA', '201351BA', '201353BA', '201354BA', '201505AB', '201508BA', '201512AB', '201517BA', '201532BA', '201592BA', '201597BA', '201604BA', '201605AB', '201610AB', '201614AB', '201615BA', '201633BA']"
637,2197,"['201505AB', '201506AB', '201507BA', '201509AB', '201510BA', '201520AB', '201526AB']"
640,1,"['201069BA', '201070BA', '201089AB', '201090BA', '201498BA', '201544AB', '201549BA', '201559BA', '201573BA', '201574BA', '201645AB', '201810BA', '201827AB', '201844AB', '201847BA', '201849BA']"
640,2,"['201070BA', '201544AB', '201549BA', '201559BA', '201574BA', '201823AB']"
640,3,"['201544AB', '201551AB', '201559BA', '201562AB', '201564AB', '201568BA']"
640,4,"['201105BA', '201294AB', '201298AB', '201317AB', '201318AB', '201327AB', '201335BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201544AB', '201560BA']"
640,5,"['200831AB', '200947BA', '201105BA', '201271AB', '201280AB', '201286AB', '201294AB', '201317AB', '201320BA', '201335BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201544AB', '201560BA']"
640,6,"['200821AB', '201003BA', '201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201544AB', '201558BA', '201559BA', '201595BA', '201606BA', 'detour-linkb']"
640,8,"['201069BA', '201070BA', '201498BA', '201544AB', '201549BA', '201559BA', '201573BA', '201574BA', '201810BA', '201827AB', '201844AB', '201847BA', '201848AB', '201849BA']"
640,9,"['201544AB', '201551AB', '201559BA', '201563AB']"
640,12,"['201502BA', '201508AB', '201509BA', '201514AB', '201517BA', '201520BA', '201526BA', '201544AB', '201560BA']"
640,14,"['201105BA', '201292AB', '201294AB', '201300AB', '201317AB', '201320BA', '201335BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201544AB', '201560BA']"
640,16,"['200820AB', '200998AB', '201000AB', '201001AB', '201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201544AB', '201558BA', '201559BA', '201595BA', '201606BA', 'detour-linkb']"
640,17,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201544AB', '201558BA', '201559BA', '201597BA', '201604BA', '201605AB', '201611BA']"
640,19,"['201544AB', '201551AB', '201559BA', '201568BA']"
640,602,"['200831AB', '200917BA', '201105BA', '201271AB', '201280AB', '201286AB', '201294AB', '201317AB', '201320BA', '201335BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201544AB', '201560BA']"
640,615,"['200820AB', '200833BA', '200846BA', '200997BA', '201001AB', '201061AB', '201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201544AB', '201558BA', '201559BA', '201595BA', '201606BA', 'detour-linkb']"
640,617,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201544AB', '201558BA', '201559BA', '201596AB', '201597BA', '201601BA', '201602BA', '201604BA', '201605AB']"
640,619,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201544AB', '201558BA', '201559BA', '201604BA', '201605AB', '201607BA']"
640,620,"['201046BA', '201061AB', '201065BA', '201102AB', '201290BA', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201544AB', '201558BA', '201559BA', 'detour-linkb']"
640,621,"['201104AB', '201105BA', '201270BA', '201274AB', '201276AB', '201289AB', '201334AB', '201336BA', '201337AB', '201338BA', '201340BA', '201500BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201532AB', '201533BA', '201541AB', '201544AB', '201558BA', '201559BA', '201560BA']"
640,622,"['201105BA', '201268AB', '201270BA', '201271AB', '201273AB', '201284BA', '201285AB', '201286AB', '201287BA', '201288AB', '201294AB', '201317AB', '201320BA', '201334AB', '201335BA', '201336BA', '201339BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201544AB', '201560BA']"
640,623,"['201104AB', '201341BA', '201500BA', '201532AB', '201533BA', '201541AB', '201544AB', '201558BA', '201559BA']"
640,624,"['201105BA', '201333BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201544AB', '201560BA']"
640,625,"['201502BA', '201509BA', '201517BA', '201518AB', '201519BA', '201520BA', '201526BA', '201544AB', '201560BA']"
640,626,"['201502BA', '201526BA', '201527BA', '201544AB', '201560BA']"
640,628,"['201105BA', '201271AB', '201278BA', '201294AB', '201317AB', '201320BA', '201335BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201544AB', '201560BA']"
640,633,"['201093BA', '201502BA', '201508AB', '201509BA', '201517BA', '201520BA', '201526BA', '201544AB', '201560BA']"
640,645,"['201544AB', '201546BA', '201549BA', '201559BA', '201574BA']"
640,646,"['201066BA', '201069BA', '201070BA', '201080AB', '201498BA', '201544AB', '201549BA', '201559BA', '201573BA', '201574BA', '201577AB', '201636AB', '201638BA', '201810BA', '201827AB', '201844AB', '201847BA', '201849BA']"
640,647,"['201048BA', '201066BA', '201069BA', '201070BA', '201498BA', '201544AB', '201549BA', '201559BA', '201573BA', '201574BA', '201810BA', '201827AB', '201844AB', '201847BA', '201849BA']"
640,649,"['201497BA', '201499AB', '201500BA', '201530BA', '201531AB', '201533BA', '201534BA', '201536BA', '201537AB', '201540BA', '201541AB', '201543AB', '201544AB', '201558BA', '201559BA']"
640,650,"['201500BA', '201539BA', '201540BA', '201541AB', '201543AB', '201544AB', '201558BA', '201559BA']"
640,651,"['201493BA', '201494BA', '201544AB', '201547BA', '201549BA', '201559BA', '201573BA', '201574BA']"
640,652,"['201069AB', '201070BA', '201498BA', '201544AB', '201549BA', '201559BA', '201573BA', '201574BA', '201576BA', '201810BA', '201827AB', '201847BA']"
640,653,"['201051BA', '201070BA', '201498BA', '201544AB', '201549BA', '201559BA', '201573BA', '201574BA', '201579BA', '201583BA', '201810BA', '201827AB', '201844AB', '201847BA']"
640,654,"['201052BA', '201070BA', '201544AB', '201549BA', '201559BA', '201572BA', '201573BA', '201574BA', '201810BA', '201827AB']"
640,2061,"['201500BA', '201529BA', '201541AB', '201542BA', '201544AB', '201558BA', '201559BA']"
640,2125,"['200821AB', '201005BA', '201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201544AB', '201558BA', '201559BA', '201595BA', '201606BA', 'detour-linkb']"
640,2137,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201544AB', '201558BA', '201559BA', '201592BA', '201597BA', '201604BA', '201605AB', '201610AB', '201614AB', '201615BA', '201639BA']"
640,2142,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201544AB', '201558BA', '201559BA', '201603BA', '201606BA', 'detour-linkb']"
640,2146,"['200820AB', '200821AB', '200984BA', '200985AB', '200989BA', '201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201544AB', '201558BA', '201559BA', '201595BA', '201606BA', 'detour-linkb']"
640,2147,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201544AB', '201558BA', '201559BA', '201592BA', '201597BA', '201604BA', '201605AB', '201610AB', '201614AB', '201615BA', '201633BA']"
640,2197,"['201495BA', '201553AB']"
645,1,"['201047AB', '201069BA', '201089AB', '201090BA', '201498BA', '201546AB', '201573BA', '201645AB', '201810BA', '201824BA', '201827AB', '201828BA', '201844AB', '201847BA', '201849BA']"
645,2,"['201047AB', '201823AB', '201824BA', '201828BA']"
645,3,"['201561AB', '201562AB', '201564AB', '201568AB']"
645,4,"['201105BA', '201294AB', '201298AB', '201317AB', '201318AB', '201327AB', '201335BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201561AB', '201568AB']"
645,5,"['200831AB', '200947BA', '201105BA', '201271AB', '201280AB', '201286AB', '201294AB', '201317AB', '201320BA', '201335BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201561AB', '201568AB']"
645,6,"['200821AB', '201003BA', '201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201494BA', '201497BA', '201500BA', '201530BA', '201531AB', '201533BA', '201536AB', '201537BA', '201541AB', '201546AB', '201551BA', '201558BA', '201561AB', '201568AB', '201573BA', '201581BA', '201595BA', '201606BA', 'detour-linkb']"
645,8,"['201047AB', '201069BA', '201498BA', '201546AB', '201573BA', '201810BA', '201824BA', '201827AB', '201828BA', '201844AB', '201847BA', '201848AB', '201849BA']"
645,10,"['201548AB', '201549AB', '201550BA', '201551BA', '201557AB', '201559AB', '201560BA', '201561AB', '201568AB']"
645,12,"['201502BA', '201508AB', '201509BA', '201514AB', '201517BA', '201520BA', '201526BA', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201561AB', '201568AB']"
645,16,"['200820AB', '200998AB', '201000AB', '201001AB', '201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201494BA', '201497BA', '201500BA', '201530BA', '201531AB', '201533BA', '201536AB', '201537BA', '201541AB', '201546AB', '201551BA', '201558BA', '201561AB', '201568AB', '201573BA', '201581BA', '201595BA', '201606BA', 'detour-linkb']"
645,602,"['200831AB', '200917BA', '201105BA', '201271AB', '201280AB', '201286AB', '201294AB', '201317AB', '201320BA', '201335BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201561AB', '201568AB']"
645,615,"['200820AB', '200833BA', '200846BA', '200997BA', '201001AB', '201061AB', '201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201494BA', '201497BA', '201500BA', '201530BA', '201531AB', '201533BA', '201536AB', '201537BA', '201541AB', '201546AB', '201551BA', '201558BA', '201561AB', '201568AB', '201573BA', '201581BA', '201595BA', '201606BA', 'detour-linkb']"
645,617,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201494BA', '201497BA', '201500BA', '201530BA', '201531AB', '201533BA', '201536AB', '201537BA', '201541AB', '201546AB', '201551BA', '201558BA', '201561AB', '201568AB', '201573BA', '201581BA', '201596AB', '201597BA', '201601BA', '201602BA', '201604BA', '201605AB']"
645,619,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201494BA', '201497BA', '201500BA', '201530BA', '201531AB', '201533BA', '201536AB', '201537BA', '201541AB', '201546AB', '201551BA', '201558BA', '201561AB', '201568AB', '201573BA', '201581BA', '201604BA', '201605AB', '201607BA']"
645,620,"['201046BA', '201061AB', '201065BA', '201102AB', '201290BA', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201494BA', '201497BA', '201500BA', '201530BA', '201531AB', '201533BA', '201536AB', '201537BA', '201541AB', '201546AB', '201551BA', '201558BA', '201561AB', '201568AB', '201573BA', '201581BA', 'detour-linkb']"
645,621,"['201104AB', '201338BA', '201340BA', '201494BA', '201497BA', '201500BA', '201530BA', '201531AB', '201532AB', '201533BA', '201536AB', '201537BA', '201541AB', '201546AB', '201551BA', '201558BA', '201561AB', '201568AB', '201573BA', '201581BA']"
645,622,"['201105BA', '201268AB', '201270BA', '201271AB', '201273AB', '201284BA', '201285AB', '201286AB', '201287BA', '201288AB', '201294AB', '201317AB', '201320BA', '201334AB', '201335BA', '201336BA', '201339BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201561AB', '201568AB']"
645,623,"['201104AB', '201341BA', '201494BA', '201497BA', '201500BA', '201530BA', '201531AB', '201532AB', '201533BA', '201536AB', '201537BA', '201541AB', '201546AB', '201551BA', '201558BA', '201561AB', '201568AB', '201573BA', '201581BA']"
645,624,"['201105BA', '201333BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201561AB', '201568AB']"
645,625,"['201500BA', '201501AB', '201519BA', '201541AB', '201542BA', '201549AB', '201550BA', '201551BA', '201558BA', '201561AB', '201568AB']"
645,626,"['201502BA', '201526BA', '201527BA', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201561AB', '201568AB']"
645,627,"['201490BA', '201549AB', '201550BA', '201551BA', '201558BA', '201561AB', '201568AB']"
645,628,"['201105BA', '201271AB', '201278BA', '201294AB', '201317AB', '201320BA', '201335BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201561AB', '201568AB']"
645,633,"['201093BA', '201502BA', '201508AB', '201509BA', '201517BA', '201520BA', '201526BA', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201561AB', '201568AB']"
645,637,"['201502BA', '201505BA', '201506BA', '201509BA', '201510AB', '201520BA', '201526BA', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201561AB', '201568AB']"
645,646,"['201047AB', '201066BA', '201069BA', '201080AB', '201498BA', '201546AB', '201573BA', '201577AB', '201636AB', '201638BA', '201810BA', '201824BA', '201827AB', '201828BA', '201844AB', '201847BA', '201849BA']"
645,647,"['201047AB', '201048BA', '201066BA', '201069BA', '201498BA', '201546AB', '201573BA', '201810BA', '201824BA', '201827AB', '201828BA', '201844AB', '201847BA', '201849BA']"
645,649,"['201494BA', '201497BA', '201530BA', '201531AB', '201534BA', '201546AB', '201573BA', '201581BA']"
645,650,"['201494BA', '201497BA', '201499BA', '201538BA', '201539BA', '201546AB', '201573BA', '201581BA']"
645,651,"['201493BA', '201494BA', '201546AB', '201547BA', '201573BA']"
645,652,"['201047AB', '201069AB', '201498BA', '201546AB', '201573BA', '201576BA', '201810BA', '201824BA', '201827AB', '201828BA', '201847BA']"
645,653,"['201047AB', '201051BA', '201498BA', '201546AB', '201573BA', '201579BA', '201583BA', '201810BA', '201824BA', '201827AB', '201828BA', '201844AB', '201847BA']"
645,654,"['201047AB', '201052BA', '201546AB', '201572BA', '201573BA', '201810BA', '201824BA', '201827AB', '201828BA']"
645,2061,"['201500BA', '201529BA', '201541AB', '201542BA', '201549AB', '201550BA', '201551BA', '201558BA', '201561AB', '201568AB']"
645,2125,"['200821AB', '201005BA', '201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201494BA', '201497BA', '201500BA', '201530BA', '201531AB', '201533BA', '201536AB', '201537BA', '201541AB', '201546AB', '201551BA', '201558BA', '201561AB', '201568AB', '201573BA', '201581BA', '201595BA', '201606BA', 'detour-linkb']"
645,2136,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201494BA', '201497BA', '201500BA', '201530BA', '201531AB', '201533BA', '201536AB', '201537BA', '201541AB', '201546AB', '201551BA', '201558BA', '201561AB', '201568AB', '201573BA', '201581BA', '201597BA', '201604BA', '201605AB', '201610AB', '201613BA', '201615BA']"
645,2137,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201494BA', '201497BA', '201500BA', '201530BA', '201531AB', '201533BA', '201536AB', '201537BA', '201541AB', '201546AB', '201551BA', '201558BA', '201561AB', '201568AB', '201573BA', '201581BA', '201592BA', '201597BA', '201604BA', '201605AB', '201610AB', '201614AB', '201615BA', '201639BA']"
645,2142,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201494BA', '201497BA', '201500BA', '201530BA', '201531AB', '201533BA', '201536AB', '201537BA', '201541AB', '201546AB', '201551BA', '201558BA', '201561AB', '201568AB', '201573BA', '201581BA', '201603BA', '201606BA', 'detour-linkb']"
645,2146,"['200820AB', '200821AB', '200984BA', '200985AB', '200989BA', '201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201494BA', '201497BA', '201500BA', '201530BA', '201531AB', '201533BA', '201536AB', '201537BA', '201541AB', '201546AB', '201551BA', '201558BA', '201561AB', '201568AB', '201573BA', '201581BA', '201595BA', '201606BA', 'detour-linkb']"
645,2147,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201494BA', '201497BA', '201500BA', '201530BA', '201531AB', '201533BA', '201536AB', '201537BA', '201541AB', '201546AB', '201551BA', '201558BA', '201561AB', '201568AB', '201573BA', '201581BA', '201592BA', '201597BA', '201604BA', '201605AB', '201610AB', '201614AB', '201615BA', '201633BA']"
645,2197,"['201495BA', '201502BA', '201507BA', '201548AB', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201561AB', '201568AB']"
646,1,"['201066AB', '201067AB', '201080BA', '201089AB', '201090BA', '201577BA', '201636BA', '201638AB', '201645AB']"
646,2,"['201066AB', '201080BA', '201577BA', '201636BA', '201638AB', '201810AB', '201823AB', '201827BA', '201844BA', '201847AB', '201849AB']"
646,3,"['201066AB', '201069AB', '201070AB', '201080BA', '201498AB', '201550AB', '201562AB', '201564AB', '201568AB', '201573AB', '201574AB', '201577BA', '201636BA', '201638AB', '201810AB', '201827BA', '201844BA', '201847AB', '201849AB']"
646,4,"['201066AB', '201067AB', '201078AB', '201080BA', '201090BA', '201277AB', '201298AB', '201324AB', '201345AB', '201348AB', '201577BA', '201589AB', '201635AB', '201636BA', '201638AB', '201644AB', '201645AB', '201646AB']"
646,5,"['200831AB', '200947BA', '201066AB', '201067AB', '201078AB', '201080BA', '201090BA', '201271AB', '201277AB', '201280AB', '201286AB', '201319AB', '201320BA', '201321AB', '201322AB', '201345AB', '201348AB', '201577BA', '201589AB', '201635AB', '201636BA', '201638AB', '201644AB', '201645AB', '201646AB']"
646,6,"['200821AB', '201003BA', '201065BA', '201066AB', '201067AB', '201078AB', '201080BA', '201090BA', '201345AB', '201346BA', '201352AB', '201577BA', '201589AB', '201595BA', '201606BA', '201635AB', '201636BA', '201638AB', '201644AB', '201645AB', '201646AB']"
646,8,"['201066AB', '201080BA', '201577BA', '201636BA', '201638AB', '201848AB']"
646,9,"['201066AB', '201069AB', '201070AB', '201080BA', '201498AB', '201550AB', '201563AB', '201568AB', '201573AB', '201574AB', '201577BA', '201636BA', '201638AB', '201810AB', '201827BA', '201844BA', '201847AB', '201849AB']"
646,12,"['201066AB', '201067AB', '201069AB', '201070AB', '201078AB', '201080BA', '201105AB', '201277AB', '201294BA', '201317BA', '201319AB', '201321AB', '201322AB', '201335AB', '201345AB', '201348AB', '201494BA', '201498AB', '201499BA', '201501AB', '201502BA', '201508AB', '201509BA', '201514AB', '201517BA', '201518BA', '201520BA', '201526BA', '201540AB', '201542BA', '201543BA', '201549AB', '201559AB', '201560BA', '201574AB', '201577BA', '201581BA', '201589AB', '201635AB', '201636BA', '201638AB', '201644AB', '201645AB', '201646AB', '201810AB', '201827BA', '201844BA', '201847AB', '201849AB']"
646,14,"['201066AB', '201067AB', '201078AB', '201080BA', '201090BA', '201277AB', '201292AB', '201300AB', '201319AB', '201320BA', '201321AB', '201322AB', '201345AB', '201348AB', '201577BA', '201589AB', '201635AB', '201636BA', '201638AB', '201644AB', '201645AB', '201646AB']"
646,17,"['201065BA', '201066AB', '201067AB', '201078AB', '201080BA', '201090BA', '201345AB', '201346BA', '201352AB', '201577BA', '201589AB', '201597BA', '201604BA', '201605AB', '201611BA', '201635AB', '201636BA', '201638AB', '201644AB', '201645AB', '201646AB']"
646,19,"['201066AB', '201069AB', '201070AB', '201080BA', '201498AB', '201550AB', '201573AB', '201574AB', '201577BA', '201636BA', '201638AB', '201810AB', '201827BA', '201844BA', '201847AB', '201849AB']"
646,602,"['200831AB', '200917BA', '201066AB', '201067AB', '201078AB', '201080BA', '201090BA', '201271AB', '201277AB', '201280AB', '201286AB', '201319AB', '201320BA', '201321AB', '201322AB', '201345AB', '201348AB', '201577BA', '201589AB', '201635AB', '201636BA', '201638AB', '201644AB', '201645AB', '201646AB']"
646,615,"['200820AB', '200833BA', '200846BA', '200997BA', '201001AB', '201061AB', '201065BA', '201066AB', '201067AB', '201078AB', '201080BA', '201090BA', '201345AB', '201346BA', '201352AB', '201577BA', '201589AB', '201595BA', '201606BA', '201635AB', '201636BA', '201638AB', '201644AB', '201645AB', '201646AB']"
646,617,"['201065BA', '201066AB', '201067AB', '201078AB', '201080BA', '201090BA', '201345AB', '201346BA', '201352AB', '201577BA', '201589AB', '201596AB', '201597BA', '201601BA', '201602BA', '201604BA', '201605AB', '201635AB', '201636BA', '201638AB', '201644AB', '201645AB', '201646AB']"
646,619,"['201065BA', '201066AB', '201067AB', '201078AB', '201080BA', '201090BA', '201345AB', '201346BA', '201352AB', '201577BA', '201589AB', '201604BA', '201605AB', '201607BA', '201635AB', '201636BA', '201638AB', '201644AB', '201645AB', '201646AB']"
646,620,"['201046BA', '201065BA', '201066AB', '201067AB', '201078AB', '201080BA', '201090BA', '201345AB', '201346BA', '201352AB', '201577BA', '201589AB', '201635AB', '201636BA', '201638AB', '201644AB', '201645AB', '201646AB']"
646,621,"['201066AB', '201067AB', '201069AB', '201078AB', '201080BA', '201102BA', '201104AB', '201338BA', '201340BA', '201342AB', '201345AB', '201351AB', '201352AB', '201353AB', '201354AB', '201496AB', '201531AB', '201532AB', '201536AB', '201537BA', '201577BA', '201578BA', '201579BA', '201589AB', '201635AB', '201636BA', '201638AB', '201644AB', '201645AB', '201646AB', '201844BA', '201849AB']"
