o_zone_id,d_zone_id,links
7,18,"['201082AB', '201084BA', '201637BA', '201648AB', '201651AB', '201652AB', '202429BA']"
7,766,"['201082AB', '201637BA', '201648AB', '201650BA']"
7,767,"['201082AB', '201647BA']"
7,2148,"['201082AB', '201637BA', '201648AB', '201649BA']"
8,1,"['201089AB', '201090BA', '201645AB', '201848BA']"
8,2,"['201810AB', '201823AB', '201827BA', '201844BA', '201847AB', '201848BA', '201849AB']"
8,3,"['201069AB', '201070AB', '201498AB', '201550AB', '201562AB', '201564AB', '201568AB', '201573AB', '201574AB', '201810AB', '201827BA', '201844BA', '201847AB', '201848BA', '201849AB']"
8,4,"['201078AB', '201090BA', '201277AB', '201298AB', '201324AB', '201345AB', '201348AB', '201589AB', '201635AB', '201644AB', '201645AB', '201646AB', '201848BA']"
8,5,"['200831AB', '200947BA', '201078AB', '201090BA', '201271AB', '201277AB', '201280AB', '201286AB', '201319AB', '201320BA', '201321AB', '201322AB', '201345AB', '201348AB', '201589AB', '201635AB', '201644AB', '201645AB', '201646AB', '201848BA']"
8,6,"['200821AB', '201003BA', '201065BA', '201078AB', '201090BA', '201345AB', '201346BA', '201352AB', '201589AB', '201595BA', '201606BA', '201635AB', '201644AB', '201645AB', '201646AB', '201848BA']"
8,9,"['201069AB', '201070AB', '201498AB', '201550AB', '201563AB', '201568AB', '201573AB', '201574AB', '201810AB', '201827BA', '201844BA', '201847AB', '201848BA', '201849AB']"
8,10,"['201069AB', '201070AB', '201498AB', '201548AB', '201549AB', '201557AB', '201559AB', '201560BA', '201573AB', '201574AB', '201810AB', '201827BA', '201844BA', '201847AB', '201848BA', '201849AB']"
8,12,"['201069AB', '201070AB', '201494BA', '201498AB', '201499BA', '201501AB', '201502BA', '201508AB', '201509BA', '201514AB', '201517BA', '201518BA', '201520BA', '201526BA', '201540AB', '201542BA', '201543BA', '201549AB', '201559AB', '201560BA', '201573AB', '201574AB', '201581BA', '201810AB', '201827BA', '201844BA', '201847AB', '201848BA', '201849AB']"
8,14,"['201078AB', '201090BA', '201277AB', '201292AB', '201300AB', '201319AB', '201320BA', '201321AB', '201322AB', '201345AB', '201348AB', '201589AB', '201635AB', '201644AB', '201645AB', '201646AB', '201848BA']"
8,17,"['201065BA', '201078AB', '201090BA', '201345AB', '201346BA', '201352AB', '201589AB', '201597BA', '201604BA', '201605AB', '201611BA', '201635AB', '201644AB', '201645AB', '201646AB', '201848BA']"
8,19,"['201069AB', '201070AB', '201498AB', '201550AB', '201573AB', '201574AB', '201810AB', '201827BA', '201844BA', '201847AB', '201848BA', '201849AB']"
8,602,"['200831AB', '200917BA', '201078AB', '201090BA', '201271AB', '201277AB', '201280AB', '201286AB', '201319AB', '201320BA', '201321AB', '201322AB', '201345AB', '201348AB', '201589AB', '201635AB', '201644AB', '201645AB', '201646AB', '201848BA']"
8,615,"['200820AB', '200833BA', '200846BA', '200997BA', '201001AB', '201061AB', '201065BA', '201078AB', '201090BA', '201345AB', '201346BA', '201352AB', '201589AB', '201595BA', '201606BA', '201635AB', '201644AB', '201645AB', '201646AB', '201848BA']"
8,617,"['201065BA', '201078AB', '201090BA', '201345AB', '201346BA', '201352AB', '201589AB', '201596AB', '201597BA', '201601BA', '201602BA', '201604BA', '201605AB', '201635AB', '201644AB', '201645AB', '201646AB', '201848BA']"
8,619,"['201065BA', '201078AB', '201090BA', '201345AB', '201346BA', '201352AB', '201589AB', '201604BA', '201605AB', '201607BA', '201635AB', '201644AB', '201645AB', '201646AB', '201848BA']"
8,620,"['201046BA', '201065BA', '201078AB', '201090BA', '201345AB', '201346BA', '201352AB', '201589AB', '201635AB', '201644AB', '201645AB', '201646AB', '201848BA']"
8,621,"['201069AB', '201104AB', '201338BA', '201340BA', '201496AB', '201531AB', '201532AB', '201536AB', '201537BA', '201578BA', '201579BA', '201844BA', '201848BA', '201849AB']"
8,622,"['201078AB', '201090BA', '201271AB', '201277AB', '201284BA', '201285AB', '201286AB', '201287BA', '201319AB', '201320BA', '201321AB', '201322AB', '201345AB', '201348AB', '201589AB', '201635AB', '201644AB', '201645AB', '201646AB', '201848BA']"
8,623,"['201069AB', '201104AB', '201341BA', '201496AB', '201531AB', '201532AB', '201536AB', '201537BA', '201578BA', '201579BA', '201844BA', '201848BA', '201849AB']"
8,624,"['201069AB', '201078AB', '201090BA', '201103AB', '201266BA', '201277AB', '201294BA', '201317BA', '201319AB', '201321AB', '201322AB', '201333BA', '201335AB', '201345AB', '201348AB', '201496AB', '201531AB', '201532AB', '201536AB', '201537BA', '201578BA', '201579BA', '201589AB', '201635AB', '201644AB', '201645AB', '201646AB', '201844BA', '201848BA', '201849AB']"
8,625,"['201069AB', '201070AB', '201494BA', '201498AB', '201499BA', '201500BA', '201501AB', '201519BA', '201540AB', '201541AB', '201542BA', '201543BA', '201549AB', '201558BA', '201574AB', '201581BA', '201810AB', '201827BA', '201844BA', '201847AB', '201848BA', '201849AB']"
8,626,"['201069AB', '201070AB', '201498AB', '201502BA', '201526BA', '201527BA', '201549AB', '201559AB', '201560BA', '201573AB', '201574AB', '201810AB', '201827BA', '201844BA', '201847AB', '201848BA', '201849AB']"
8,627,"['201069AB', '201070AB', '201490BA', '201498AB', '201549AB', '201558BA', '201573AB', '201574AB', '201810AB', '201827BA', '201844BA', '201847AB', '201848BA', '201849AB']"
8,628,"['201078AB', '201090BA', '201271AB', '201277AB', '201278BA', '201319AB', '201320BA', '201321AB', '201322AB', '201345AB', '201348AB', '201589AB', '201635AB', '201644AB', '201645AB', '201646AB', '201848BA']"
8,633,"['201078AB', '201090BA', '201277AB', '201291BA', '201294BA', '201317BA', '201319AB', '201321AB', '201322AB', '201335AB', '201345AB', '201348AB', '201589AB', '201635AB', '201644AB', '201645AB', '201646AB', '201848BA']"
8,637,"['201069AB', '201070AB', '201498AB', '201502BA', '201505BA', '201506BA', '201509BA', '201510AB', '201520BA', '201526BA', '201549AB', '201559AB', '201560BA', '201573AB', '201574AB', '201810AB', '201827BA', '201844BA', '201847AB', '201848BA', '201849AB']"
8,640,"['201069AB', '201070AB', '201498AB', '201544BA', '201549AB', '201559AB', '201573AB', '201574AB', '201810AB', '201827BA', '201844BA', '201847AB', '201848BA', '201849AB']"
8,645,"['201047BA', '201069AB', '201498AB', '201546BA', '201573AB', '201810AB', '201824AB', '201827BA', '201828AB', '201844BA', '201847AB', '201848BA', '201849AB']"
8,646,"['201066BA', '201080AB', '201577AB', '201636AB', '201638BA', '201848BA']"
8,647,"['201048BA', '201066BA', '201848BA']"
8,649,"['201066BA', '201491BA', '201577AB', '201848BA']"
8,650,"['201069AB', '201494BA', '201496AB', '201497BA', '201498AB', '201530AB', '201538BA', '201578BA', '201579BA', '201581BA', '201844BA', '201848BA', '201849AB']"
8,651,"['201069AB', '201493BA', '201494BA', '201498AB', '201547BA', '201844BA', '201848BA', '201849AB']"
8,652,"['201069AB', '201576BA', '201844BA', '201848BA', '201849AB']"
8,653,"['201051BA', '201848BA', '201849AB']"
8,654,"['201052BA', '201844BA', '201847AB', '201848BA', '201849AB']"
8,2125,"['200821AB', '201005BA', '201065BA', '201078AB', '201090BA', '201345AB', '201346BA', '201352AB', '201589AB', '201595BA', '201606BA', '201635AB', '201644AB', '201645AB', '201646AB', '201848BA']"
8,2136,"['201065BA', '201078AB', '201090BA', '201345AB', '201346BA', '201352AB', '201589AB', '201597BA', '201604BA', '201605AB', '201610AB', '201613BA', '201615BA', '201635AB', '201644AB', '201645AB', '201646AB', '201848BA']"
8,2137,"['201065BA', '201078AB', '201090BA', '201345AB', '201346BA', '201352AB', '201589AB', '201592BA', '201597BA', '201604BA', '201605AB', '201610AB', '201614AB', '201615BA', '201635AB', '201639BA', '201644AB', '201645AB', '201646AB', '201848BA']"
8,2142,"['201065BA', '201078AB', '201090BA', '201345AB', '201346BA', '201352AB', '201589AB', '201603BA', '201606BA', '201635AB', '201644AB', '201645AB', '201646AB', '201848BA']"
8,2146,"['200820AB', '200821AB', '200984BA', '200985AB', '200989BA', '201065BA', '201078AB', '201090BA', '201345AB', '201346BA', '201352AB', '201589AB', '201595BA', '201606BA', '201635AB', '201644AB', '201645AB', '201646AB', '201848BA']"
8,2147,"['201065BA', '201078AB', '201090BA', '201345AB', '201346BA', '201352AB', '201589AB', '201592BA', '201597BA', '201604BA', '201605AB', '201610AB', '201614AB', '201615BA', '201633BA', '201635AB', '201644AB', '201645AB', '201646AB', '201848BA']"
8,2197,"['201069AB', '201070AB', '201495BA', '201498AB', '201502BA', '201507BA', '201548AB', '201549AB', '201559AB', '201560BA', '201573AB', '201574AB', '201810AB', '201827BA', '201844BA', '201847AB', '201848BA', '201849AB']"
9,1,"['201069BA', '201070BA', '201089AB', '201090BA', '201498BA', '201550BA', '201563BA', '201568BA', '201573BA', '201574BA', '201645AB', '201810BA', '201827AB', '201844AB', '201847BA', '201849BA']"
9,2,"['201070BA', '201550BA', '201563BA', '201568BA', '201574BA', '201823AB']"
9,3,"['201562AB', '201563BA', '201564AB', '201568BA']"
9,4,"['201105BA', '201294AB', '201298AB', '201317AB', '201318AB', '201327AB', '201335BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201563BA', '201568BA']"
9,5,"['200831AB', '200947BA', '201105BA', '201271AB', '201280AB', '201286AB', '201294AB', '201317AB', '201320BA', '201335BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201563BA', '201568BA']"
9,6,"['200821AB', '201003BA', '201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201549AB', '201550BA', '201551BA', '201558BA', '201563BA', '201568BA', '201595BA', '201606BA', 'detour-linkb']"
9,8,"['201069BA', '201070BA', '201498BA', '201550BA', '201563BA', '201568BA', '201573BA', '201574BA', '201810BA', '201827AB', '201844AB', '201847BA', '201848AB', '201849BA']"
9,10,"['201548AB', '201549AB', '201550BA', '201551BA', '201557AB', '201559AB', '201560BA', '201563BA', '201568BA']"
9,12,"['201502BA', '201508AB', '201509BA', '201514AB', '201517BA', '201520BA', '201526BA', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201563BA', '201568BA']"
9,14,"['201105BA', '201292AB', '201294AB', '201300AB', '201317AB', '201320BA', '201335BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201563BA', '201568BA']"
9,16,"['200820AB', '200998AB', '201000AB', '201001AB', '201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201549AB', '201550BA', '201551BA', '201558BA', '201563BA', '201568BA', '201595BA', '201606BA', 'detour-linkb']"
9,17,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201549AB', '201550BA', '201551BA', '201558BA', '201563BA', '201568BA', '201597BA', '201604BA', '201605AB', '201611BA']"
9,19,"['201563BA', '201568BA']"
9,615,"['200820AB', '200833BA', '200846BA', '200997BA', '201001AB', '201061AB', '201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201549AB', '201550BA', '201551BA', '201558BA', '201563BA', '201568BA', '201595BA', '201606BA', 'detour-linkb']"
9,617,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201549AB', '201550BA', '201551BA', '201558BA', '201563BA', '201568BA', '201596AB', '201597BA', '201601BA', '201602BA', '201604BA', '201605AB']"
9,619,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201549AB', '201550BA', '201551BA', '201558BA', '201563BA', '201568BA', '201604BA', '201605AB', '201607BA']"
9,620,"['201046BA', '201061AB', '201065BA', '201102AB', '201290BA', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201549AB', '201550BA', '201551BA', '201558BA', '201563BA', '201568BA', 'detour-linkb']"
9,621,"['201104AB', '201338BA', '201340BA', '201500BA', '201532AB', '201533BA', '201541AB', '201549AB', '201550BA', '201551BA', '201558BA', '201563BA', '201568BA']"
9,622,"['201105BA', '201268AB', '201270BA', '201271AB', '201273AB', '201284BA', '201285AB', '201286AB', '201287BA', '201288AB', '201294AB', '201317AB', '201320BA', '201334AB', '201335BA', '201336BA', '201339BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201563BA', '201568BA']"
9,624,"['201105BA', '201333BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201563BA', '201568BA']"
9,625,"['201500BA', '201501AB', '201519BA', '201541AB', '201542BA', '201549AB', '201550BA', '201551BA', '201558BA', '201563BA', '201568BA']"
9,626,"['201502BA', '201526BA', '201527BA', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201563BA', '201568BA']"
9,627,"['201490BA', '201549AB', '201550BA', '201551BA', '201558BA', '201563BA', '201568BA']"
9,628,"['201105BA', '201271AB', '201278BA', '201294AB', '201317AB', '201320BA', '201335BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201563BA', '201568BA']"
9,633,"['201093BA', '201502BA', '201508AB', '201509BA', '201517BA', '201520BA', '201526BA', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201563BA', '201568BA']"
9,637,"['201502BA', '201505BA', '201506BA', '201509BA', '201510AB', '201520BA', '201526BA', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201563BA', '201568BA']"
9,640,"['201544BA', '201549AB', '201550BA', '201551BA', '201559AB', '201563BA', '201568BA']"
9,645,"['201546BA', '201550BA', '201563BA', '201568BA', '201574BA']"
9,646,"['201066BA', '201069BA', '201070BA', '201080AB', '201498BA', '201550BA', '201563BA', '201568BA', '201573BA', '201574BA', '201577AB', '201636AB', '201638BA', '201810BA', '201827AB', '201844AB', '201847BA', '201849BA']"
9,647,"['201048BA', '201066BA', '201069BA', '201070BA', '201498BA', '201550BA', '201563BA', '201568BA', '201573BA', '201574BA', '201810BA', '201827AB', '201844AB', '201847BA', '201849BA']"
9,649,"['201494BA', '201497BA', '201500BA', '201530BA', '201531AB', '201533BA', '201534BA', '201536BA', '201537AB', '201541AB', '201550BA', '201551BA', '201558BA', '201563BA', '201568BA', '201573BA', '201574BA', '201581BA']"
9,650,"['201500BA', '201539BA', '201540BA', '201541AB', '201543AB', '201549AB', '201550BA', '201551BA', '201558BA', '201563BA', '201568BA']"
9,651,"['201493BA', '201494BA', '201547BA', '201550BA', '201563BA', '201568BA', '201573BA', '201574BA']"
9,652,"['201069AB', '201070BA', '201498BA', '201550BA', '201563BA', '201568BA', '201573BA', '201574BA', '201576BA', '201810BA', '201827AB', '201847BA']"
9,653,"['201051BA', '201070BA', '201498BA', '201550BA', '201563BA', '201568BA', '201573BA', '201574BA', '201579BA', '201583BA', '201810BA', '201827AB', '201844AB', '201847BA']"
9,654,"['201052BA', '201070BA', '201550BA', '201563BA', '201568BA', '201572BA', '201573BA', '201574BA', '201810BA', '201827AB']"
9,2061,"['201500BA', '201529BA', '201541AB', '201542BA', '201549AB', '201550BA', '201551BA', '201558BA', '201563BA', '201568BA']"
9,2125,"['200821AB', '201005BA', '201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201549AB', '201550BA', '201551BA', '201558BA', '201563BA', '201568BA', '201595BA', '201606BA', 'detour-linkb']"
9,2136,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201549AB', '201550BA', '201551BA', '201558BA', '201563BA', '201568BA', '201597BA', '201604BA', '201605AB', '201610AB', '201613BA', '201615BA']"
9,2137,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201549AB', '201550BA', '201551BA', '201558BA', '201563BA', '201568BA', '201592BA', '201597BA', '201604BA', '201605AB', '201610AB', '201614AB', '201615BA', '201639BA']"
9,2142,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201549AB', '201550BA', '201551BA', '201558BA', '201563BA', '201568BA', '201603BA', '201606BA', 'detour-linkb']"
9,2146,"['200820AB', '200821AB', '200984BA', '200985AB', '200989BA', '201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201549AB', '201550BA', '201551BA', '201558BA', '201563BA', '201568BA', '201595BA', '201606BA', 'detour-linkb']"
9,2147,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201549AB', '201550BA', '201551BA', '201558BA', '201563BA', '201568BA', '201592BA', '201597BA', '201604BA', '201605AB', '201610AB', '201614AB', '201615BA', '201633BA']"
9,2197,"['201495BA', '201502BA', '201507BA', '201548AB', '201549AB', '201550BA', '201551BA', '201559AB', '201560BA', '201563BA', '201568BA']"
10,1,"['201069BA', '201070BA', '201089AB', '201090BA', '201498BA', '201548BA', '201549BA', '201557BA', '201559BA', '201560AB', '201573BA', '201574BA', '201645AB', '201810BA', '201827AB', '201844AB', '201847BA', '201849BA']"
10,3,"['201548BA', '201551AB', '201557BA', '201559BA', '201560AB', '201562AB', '201564AB', '201568BA']"
10,4,"['201105BA', '201294AB', '201298AB', '201317AB', '201318AB', '201327AB', '201335BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201548BA', '201557BA']"
10,5,"['200831AB', '200947BA', '201105BA', '201271AB', '201280AB', '201286AB', '201294AB', '201317AB', '201320BA', '201335BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201548BA', '201557BA']"
10,6,"['200821AB', '201003BA', '201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201548BA', '201557BA', '201558BA', '201559BA', '201560AB', '201595BA', '201606BA', 'detour-linkb']"
10,8,"['201069BA', '201070BA', '201498BA', '201548BA', '201549BA', '201557BA', '201559BA', '201560AB', '201573BA', '201574BA', '201810BA', '201827AB', '201844AB', '201847BA', '201848AB', '201849BA']"
10,9,"['201548BA', '201551AB', '201557BA', '201559BA', '201560AB', '201563AB']"
10,12,"['201502BA', '201508AB', '201509BA', '201514AB', '201517BA', '201520BA', '201526BA', '201548BA', '201557BA']"
10,14,"['201105BA', '201292AB', '201294AB', '201300AB', '201317AB', '201320BA', '201335BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201548BA', '201557BA']"
10,16,"['200820AB', '200998AB', '201000AB', '201001AB', '201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201548BA', '201557BA', '201558BA', '201559BA', '201560AB', '201595BA', '201606BA', 'detour-linkb']"
10,17,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201548BA', '201557BA', '201558BA', '201559BA', '201560AB', '201597BA', '201604BA', '201605AB', '201611BA']"
10,19,"['201548BA', '201551AB', '201557BA', '201559BA', '201560AB', '201568BA']"
10,615,"['200820AB', '200833BA', '200846BA', '200997BA', '201001AB', '201061AB', '201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201548BA', '201557BA', '201558BA', '201559BA', '201560AB', '201595BA', '201606BA', 'detour-linkb']"
10,617,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201548BA', '201557BA', '201558BA', '201559BA', '201560AB', '201596AB', '201597BA', '201601BA', '201602BA', '201604BA', '201605AB']"
10,619,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201548BA', '201557BA', '201558BA', '201559BA', '201560AB', '201604BA', '201605AB', '201607BA']"
10,620,"['201046BA', '201061AB', '201065BA', '201102AB', '201290BA', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201548BA', '201557BA', '201558BA', '201559BA', '201560AB', 'detour-linkb']"
10,621,"['201104AB', '201105BA', '201270BA', '201274AB', '201276AB', '201289AB', '201334AB', '201336BA', '201337AB', '201338BA', '201340BA', '201500BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201532AB', '201533BA', '201541AB', '201548BA', '201557BA', '201558BA', '201559BA', '201560AB']"
10,623,"['201103BA', '201104AB', '201105BA', '201270BA', '201334AB', '201341BA', '201500BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201532AB', '201533BA', '201541AB', '201548BA', '201557BA', '201558BA', '201559BA', '201560AB']"
10,624,"['201105BA', '201333BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201548BA', '201557BA']"
10,625,"['201502BA', '201509BA', '201517BA', '201518AB', '201519BA', '201520BA', '201526BA', '201548BA', '201557BA']"
10,628,"['201105BA', '201271AB', '201278BA', '201294AB', '201317AB', '201320BA', '201335BA', '201502BA', '201509BA', '201517BA', '201520BA', '201526BA', '201548BA', '201557BA']"
10,633,"['201093BA', '201502BA', '201508AB', '201509BA', '201517BA', '201520BA', '201526BA', '201548BA', '201557BA']"
10,637,"['201502BA', '201505BA', '201506BA', '201509BA', '201510AB', '201520BA', '201526BA', '201548BA', '201557BA']"
10,640,"['201553BA', '201557BA']"
10,646,"['201066BA', '201069BA', '201070BA', '201080AB', '201498BA', '201548BA', '201549BA', '201557BA', '201559BA', '201560AB', '201573BA', '201574BA', '201577AB', '201636AB', '201638BA', '201810BA', '201827AB', '201844AB', '201847BA', '201849BA']"
10,647,"['201048BA', '201066BA', '201069BA', '201070BA', '201498BA', '201548BA', '201549BA', '201557BA', '201559BA', '201560AB', '201573BA', '201574BA', '201810BA', '201827AB', '201844AB', '201847BA', '201849BA']"
10,649,"['201497BA', '201499AB', '201500BA', '201530BA', '201531AB', '201533BA', '201534BA', '201536BA', '201537AB', '201540BA', '201541AB', '201543AB', '201548BA', '201557BA', '201558BA', '201559BA', '201560AB']"
10,650,"['201500BA', '201539BA', '201540BA', '201541AB', '201543AB', '201548BA', '201557BA', '201558BA', '201559BA', '201560AB']"
10,651,"['201493BA', '201494BA', '201547BA', '201548BA', '201549BA', '201557BA', '201559BA', '201560AB', '201573BA', '201574BA']"
10,652,"['201069AB', '201070BA', '201498BA', '201548BA', '201549BA', '201557BA', '201559BA', '201560AB', '201573BA', '201574BA', '201576BA', '201810BA', '201827AB', '201847BA']"
10,653,"['201051BA', '201070BA', '201498BA', '201548BA', '201549BA', '201557BA', '201559BA', '201560AB', '201573BA', '201574BA', '201579BA', '201583BA', '201810BA', '201827AB', '201844AB', '201847BA']"
10,654,"['201052BA', '201070BA', '201548BA', '201549BA', '201557BA', '201559BA', '201560AB', '201572BA', '201573BA', '201574BA', '201810BA', '201827AB']"
10,2061,"['201500BA', '201529BA', '201541AB', '201542BA', '201548BA', '201557BA', '201558BA', '201559BA', '201560AB']"
10,2125,"['200821AB', '201005BA', '201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201548BA', '201557BA', '201558BA', '201559BA', '201560AB', '201595BA', '201606BA', 'detour-linkb']"
10,2136,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201548BA', '201557BA', '201558BA', '201559BA', '201560AB', '201597BA', '201604BA', '201605AB', '201610AB', '201613BA', '201615BA']"
10,2137,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201548BA', '201557BA', '201558BA', '201559BA', '201560AB', '201592BA', '201597BA', '201604BA', '201605AB', '201610AB', '201614AB', '201615BA', '201639BA']"
10,2142,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201548BA', '201557BA', '201558BA', '201559BA', '201560AB', '201603BA', '201606BA', 'detour-linkb']"
10,2146,"['200820AB', '200821AB', '200984BA', '200985AB', '200989BA', '201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201548BA', '201557BA', '201558BA', '201559BA', '201560AB', '201595BA', '201606BA', 'detour-linkb']"
10,2147,"['201065BA', '201102AB', '201342BA', '201346BA', '201351BA', '201353BA', '201354BA', '201500BA', '201533BA', '201541AB', '201548BA', '201557BA', '201558BA', '201559BA', '201560AB', '201592BA', '201597BA', '201604BA', '201605AB', '201610AB', '201614AB', '201615BA', '201633BA']"
10,2197,"['201495BA', '201557BA']"
12,1,"['201086AB', '201089AB', '201105BA', '201275AB', '201294AB', '201325AB', '201330AB', '201335BA', '201344AB', '201349AB', '201508BA', '201514BA', '201590AB', '201634AB', '201642AB']"
12,2,"['201070BA', '201502AB', '201508BA', '201509AB', '201514BA', '201517AB', '201520AB', '201526AB', '201549BA', '201559BA', '201560AB', '201574BA', '201823AB']"
12,3,"['201502AB', '201508BA', '201509AB', '201514BA', '201517AB', '201520AB', '201526AB', '201551AB', '201559BA', '201560AB', '201562AB', '201564AB', '201568BA']"
12,4,"['201105BA', '201294AB', '201298AB', '201317AB', '201318AB', '201327AB', '201335BA', '201508BA', '201514BA']"
12,5,"['200831AB', '200947BA', '201105BA', '201271AB', '201280AB', '201286AB', '201294AB', '201317AB', '201320BA', '201335BA', '201508BA', '201514BA']"
12,6,"['200821AB', '201003BA', '201065BA', '201102AB', '201103BA', '201105BA', '201270BA', '201275AB', '201294AB', '201325AB', '201330AB', '201334AB', '201335BA', '201342BA', '201343AB', '201346BA', '201351BA', '201353BA', '201354BA', '201508BA', '201514BA', '201532BA', '201595BA', '201606BA', 'detour-linkb']"
12,8,"['201069BA', '201070BA', '201494AB', '201498BA', '201499AB', '201501BA', '201502AB', '201508BA', '201509AB', '201514BA', '201517AB', '201518AB', '201520AB', '201526AB', '201540BA', '201542AB', '201543AB', '201549BA', '201559BA', '201560AB', '201573BA', '201574BA', '201581AB', '201810BA', '201827AB', '201844AB', '201847BA', '201848AB', '201849BA']"
12,9,"['201502AB', '201508BA', '201509AB', '201514BA', '201517AB', '201520AB', '201526AB', '201551AB', '201559BA', '201560AB', '201563AB']"
12,10,"['201502AB', '201508BA', '201509AB', '201514BA', '201517AB', '201520AB', '201526AB', '201548AB', '201557AB']"
12,14,"['201105BA', '201292AB', '201294AB', '201300AB', '201317AB', '201320BA', '201335BA', '201508BA', '201514BA']"
12,16,"['200820AB', '200998AB', '201000AB', '201001AB', '201065BA', '201102AB', '201103BA', '201105BA', '201270BA', '201275AB', '201294AB', '201325AB', '201330AB', '201334AB', '201335BA', '201342BA', '201343AB', '201346BA', '201351BA', '201353BA', '201354BA', '201508BA', '201514BA', '201532BA', '201595BA', '201606BA', 'detour-linkb']"
12,19,"['201502AB', '201508BA', '201509AB', '201514BA', '201517AB', '201520AB', '201526AB', '201551AB', '201559BA', '201560AB', '201568BA']"
12,602,"['200831AB', '200917BA', '201105BA', '201271AB', '201280AB', '201286AB', '201294AB', '201317AB', '201320BA', '201335BA', '201508BA', '201514BA']"
