link_id,vdf_type,from_node_id,to_node_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,preload_volume,person_volume,travel_time,speed,speed_ratio,VOC,DOC,capacity,queue,avg_waiting_time_in_min,qdf,lanes,D,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_sov,person_vol_hov2,person_vol_hov3,person_vol_sut,person_vol_mut,obs_count,upper_bound_type,dev,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,TT_0,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,SVol_0,SVol_1,SVol_2,SVol_3,SVol_4,SVol_5,SVol_6,SVol_7,SVol_8,SVol_9,SVol_10,SVol_11,SVol_12,SVol_13,SVol_14,SVol_15,SVol_16,SVol_17,SVol_18,SVol_19,notes,od_pairs,od_zone_pairs
200917BA,qvdf,202908,602,,,-1,0,-1,-1,9,,9,1500_1800,78.06,0.0,78.06,6.574,20.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.355,9.0,3.078,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,171.066,8.553,171.066,8.553,0.0,0.0,"LINESTRING (-112.462721 33.639352, -112.483032 33.612475)",78.1,0.0,0.0,0.0,0.0,8.0,0.0,70.1,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,78.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(1,19),(2,19),(5,19),(7,19),(8,19),(9,19),(11,19),(13,19),(15,19),(16,19),(18,19),(20,19),(21,19),(22,19),(23,19),(24,19),(25,19),(26,19),(27,19),(28,19),(29,19),(30,19),(31,19),(32,19),(33,19),(34,19),(35,19),(36,19),(37,19),(38,19),(39,19),(40,19),(41,19),(42,19),(43,19),(46,19),(47,19),(48,19),(49,19),(50,19),(51,19),(52,19),(55,19)","(2,602),(3,602),(6,602),(8,602),(9,602),(10,602),(12,602),(14,602),(16,602),(17,602),(19,602),(615,602),(617,602),(619,602),(620,602),(621,602),(622,602),(623,602),(624,602),(625,602),(626,602),(627,602),(628,602),(633,602),(637,602),(640,602),(645,602),(646,602),(647,602),(649,602),(650,602),(651,602),(652,602),(653,602),(654,602),(2061,602),(2125,602),(2136,602),(2137,602),(2142,602),(2146,602),(2147,602),(2197,602)"
200932AB,qvdf,2166,202855,,,-1,0,-1,-1,9,,9,1500_1800,565.095,3.092,565.095,4.505,20.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.355,9.0,22.281,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,848.552,42.428,848.552,42.428,0.0,0.0,"LINESTRING (-112.469541 33.660154, -112.474036 33.638693)",562.0,0.0,0.0,0.0,0.0,541.4,0.0,23.7,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,565.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(54,0),(54,1),(54,2),(54,7),(54,8),(54,9),(54,11),(54,13),(54,15),(54,16),(54,18),(54,20),(54,21),(54,22),(54,23),(54,24),(54,25),(54,26),(54,27),(54,28),(54,29),(54,30),(54,31),(54,32),(54,33),(54,34),(54,35),(54,36),(54,37),(54,38),(54,39),(54,40),(54,41),(54,42),(54,43),(54,46),(54,47),(54,48),(54,49),(54,50),(54,51),(54,52),(54,55)","(2166,1),(2166,2),(2166,3),(2166,8),(2166,9),(2166,10),(2166,12),(2166,14),(2166,16),(2166,17),(2166,19),(2166,615),(2166,617),(2166,619),(2166,620),(2166,621),(2166,622),(2166,623),(2166,624),(2166,625),(2166,626),(2166,627),(2166,628),(2166,633),(2166,637),(2166,640),(2166,645),(2166,646),(2166,647),(2166,649),(2166,650),(2166,651),(2166,652),(2166,653),(2166,654),(2166,2061),(2166,2125),(2166,2136),(2166,2137),(2166,2142),(2166,2146),(2166,2147),(2166,2197)"
200932BA,qvdf,202855,2166,,,-1,0,-1,-1,9,,9,1500_1800,3.275,3.275,3.275,4.505,20.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.355,9.0,0.129,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,4.918,0.246,4.918,0.246,0.0,0.0,"LINESTRING (-112.470898 33.638035, -112.466403 33.659496)",0.0,0.0,0.0,0.0,0.0,722.7,0.0,-719.4,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,,
200947AB,qvdf,202855,202908,,,-1,0,-1,-1,3,,3,1500_1800,1278.059,10.076,1278.059,0.955,39.947,0.929,0.304,0.324,700.0,0.0,0.068,0.355,2.0,226.761,1.169,1.195,0.173,0.0,43.0,36.55,0.498,1.0,39.947,33.654,812.283,20.334,812.283,20.334,1.444,0.0,"LINESTRING (-112.472464 33.636761, -112.461439 33.636783)",1268.0,0.0,0.0,0.0,0.0,1492.0,0.0,-213.9,43.0,43.0,43.0,43.0,43.0,43.0,43.0,40.85,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.999,42.999,42.999,42.999,42.999,42.999,42.999,42.999,40.849,42.999,42.999,42.999,42.999,42.999,43.0,43.0,43.0,43.0,42.867,42.468,42.069,41.671,41.272,40.873,40.474,41.074,38.936,40.772,41.608,42.443,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1278.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(4,1),(4,2),(4,3),(54,0),(54,1),(54,2),(54,7),(54,8),(54,9),(54,11),(54,13),(54,15),(54,16),(54,18),(54,20),(54,21),(54,22),(54,23),(54,24),(54,25),(54,26),(54,27),(54,28),(54,29),(54,30),(54,31),(54,32),(54,33),(54,34),(54,35),(54,36),(54,37),(54,38),(54,39),(54,40),(54,41),(54,42),(54,43),(54,46),(54,47),(54,48),(54,49),(54,50),(54,51),(54,52),(54,55)","(5,2),(5,3),(5,4),(2166,1),(2166,2),(2166,3),(2166,8),(2166,9),(2166,10),(2166,12),(2166,14),(2166,16),(2166,17),(2166,19),(2166,615),(2166,617),(2166,619),(2166,620),(2166,621),(2166,622),(2166,623),(2166,624),(2166,625),(2166,626),(2166,627),(2166,628),(2166,633),(2166,637),(2166,640),(2166,645),(2166,646),(2166,647),(2166,649),(2166,650),(2166,651),(2166,652),(2166,653),(2166,654),(2166,2061),(2166,2125),(2166,2136),(2166,2137),(2166,2142),(2166,2146),(2166,2147),(2166,2197)"
200947BA,qvdf,202908,202855,,,-1,0,-1,-1,3,,3,1500_1800,2346.368,10.124,2346.368,1.077,35.42,0.824,0.559,0.595,700.0,0.0,0.19,0.355,2.0,416.307,1.169,1.195,0.484,0.0,43.0,36.55,0.498,1.0,35.42,29.451,1491.257,42.102,1491.257,42.102,7.422,1.302,"LINESTRING (-112.461445 33.639989, -112.472470 33.639967)",2336.2,0.0,0.0,0.0,0.0,2145.4,0.0,201.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,40.85,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.999,42.999,42.999,42.999,42.999,42.999,42.999,42.999,40.849,42.999,42.999,42.999,42.999,42.999,43.0,43.0,43.0,43.0,42.694,41.777,40.86,39.942,39.025,38.108,37.19,35.464,33.089,37.326,39.454,41.581,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.08,2346.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(1,4),(2,4)","(2,5),(3,5)"
200984AB,qvdf,2146,202923,,,-1,0,-1,-1,9,,9,1500_1800,0.002,0.002,0.002,1.804,20.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.355,9.0,0.0,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,0.001,0.0,0.001,0.0,0.0,0.0,"LINESTRING (-112.463197 33.716484, -112.459532 33.724654)",0.0,0.0,0.0,0.0,0.0,,,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,,
200984BA,qvdf,202923,2146,,,-1,0,-1,-1,9,,9,1500_1800,0.002,0.002,0.002,1.804,20.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.355,9.0,0.0,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,0.001,0.0,0.001,0.0,0.0,0.0,"LINESTRING (-112.462456 33.725966, -112.466121 33.717796)",0.0,0.0,0.0,0.0,0.0,,,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,,
200985AB,qvdf,202924,202831,,,-1,0,-1,-1,4,,4,1500_1800,148.412,0.038,148.412,0.751,39.55,0.989,0.099,0.105,500.0,0.0,0.008,0.355,1.0,52.664,1.169,1.195,0.026,0.0,40.0,34.0,0.498,1.0,39.55,33.57,73.483,1.858,73.483,1.858,0.021,0.0,"LINESTRING (-112.461529 33.711342, -112.461529 33.718526)",148.4,0.0,0.0,0.0,0.0,,,,40.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.981,39.924,39.868,39.811,39.755,39.698,39.641,39.585,37.591,39.696,39.81,39.924,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,148.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(1,51),(2,51),(7,51),(8,51),(9,51),(11,51),(13,51),(16,51),(18,51),(19,51),(21,51),(22,51),(23,51),(24,51),(25,51),(26,51),(27,51),(28,51),(29,51),(30,51),(31,51),(32,51),(33,51),(34,51),(35,51),(36,51),(37,51),(38,51),(39,51),(40,51),(41,51),(42,51),(43,51),(46,51),(48,51),(49,51),(50,51),(52,51),(54,51),(55,51)","(2,2146),(3,2146),(8,2146),(9,2146),(10,2146),(12,2146),(14,2146),(17,2146),(19,2146),(602,2146),(617,2146),(619,2146),(620,2146),(621,2146),(622,2146),(623,2146),(624,2146),(625,2146),(626,2146),(627,2146),(628,2146),(633,2146),(637,2146),(640,2146),(645,2146),(646,2146),(647,2146),(649,2146),(650,2146),(651,2146),(652,2146),(653,2146),(654,2146),(2061,2146),(2136,2146),(2137,2146),(2142,2146),(2147,2146),(2166,2146),(2197,2146)"
200985BA,qvdf,202831,202924,,,-1,0,-1,-1,4,,4,1500_1800,218.212,0.038,218.212,0.759,39.144,0.979,0.145,0.155,500.0,0.0,0.016,0.355,1.0,77.433,1.169,1.195,0.05,0.0,40.0,34.0,0.498,1.0,39.144,33.183,108.043,2.76,108.043,2.76,0.059,0.0,"LINESTRING (-112.464735 33.718526, -112.464735 33.711342)",218.2,0.0,0.0,0.0,0.0,,,,40.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.964,39.856,39.747,39.639,39.53,39.422,39.314,39.205,37.215,39.415,39.634,39.854,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,218.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(51,0),(51,1),(51,2),(51,7),(51,8),(51,9),(51,11),(51,13),(51,16),(51,18),(51,19),(51,21),(51,22),(51,23),(51,24),(51,25),(51,26),(51,27),(51,28),(51,29),(51,30),(51,31),(51,32),(51,33),(51,34),(51,35),(51,36),(51,37),(51,38),(51,39),(51,40),(51,41),(51,42),(51,43),(51,46),(51,48),(51,49),(51,50),(51,52),(51,55)","(2146,1),(2146,2),(2146,3),(2146,8),(2146,9),(2146,10),(2146,12),(2146,14),(2146,17),(2146,19),(2146,602),(2146,617),(2146,619),(2146,620),(2146,621),(2146,622),(2146,623),(2146,624),(2146,625),(2146,626),(2146,627),(2146,628),(2146,633),(2146,637),(2146,640),(2146,645),(2146,646),(2146,647),(2146,649),(2146,650),(2146,651),(2146,652),(2146,653),(2146,654),(2146,2061),(2146,2136),(2146,2137),(2146,2142),(2146,2147),(2146,2197)"
200989AB,qvdf,2146,202831,,,-1,0,-1,-1,9,,9,1500_1800,218.212,0.038,218.212,0.39,20.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.355,9.0,8.604,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,28.333,1.417,28.333,1.417,0.0,0.0,"LINESTRING (-112.463582 33.715953, -112.462055 33.717339)",218.2,0.0,0.0,0.0,0.0,,,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,18.96,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,18.995,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,218.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(51,0),(51,1),(51,2),(51,7),(51,8),(51,9),(51,11),(51,13),(51,16),(51,18),(51,19),(51,21),(51,22),(51,23),(51,24),(51,25),(51,26),(51,27),(51,28),(51,29),(51,30),(51,31),(51,32),(51,33),(51,34),(51,35),(51,36),(51,37),(51,38),(51,39),(51,40),(51,41),(51,42),(51,43),(51,46),(51,48),(51,49),(51,50),(51,52),(51,55)","(2146,1),(2146,2),(2146,3),(2146,8),(2146,9),(2146,10),(2146,12),(2146,14),(2146,17),(2146,19),(2146,602),(2146,617),(2146,619),(2146,620),(2146,621),(2146,622),(2146,623),(2146,624),(2146,625),(2146,626),(2146,627),(2146,628),(2146,633),(2146,637),(2146,640),(2146,645),(2146,646),(2146,647),(2146,649),(2146,650),(2146,651),(2146,652),(2146,653),(2146,654),(2146,2061),(2146,2136),(2146,2137),(2146,2142),(2146,2147),(2146,2197)"
200989BA,qvdf,202831,2146,,,-1,0,-1,-1,9,,9,1500_1800,148.412,0.038,148.412,0.39,20.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.355,9.0,5.852,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,19.27,0.964,19.27,0.964,0.0,0.0,"LINESTRING (-112.464209 33.719713, -112.465736 33.718327)",148.4,0.0,0.0,0.0,0.0,,,,20.0,20.0,20.0,20.0,20.0,20.0,20.0,18.961,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,18.996,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,148.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(1,51),(2,51),(7,51),(8,51),(9,51),(11,51),(13,51),(16,51),(18,51),(19,51),(21,51),(22,51),(23,51),(24,51),(25,51),(26,51),(27,51),(28,51),(29,51),(30,51),(31,51),(32,51),(33,51),(34,51),(35,51),(36,51),(37,51),(38,51),(39,51),(40,51),(41,51),(42,51),(43,51),(46,51),(48,51),(49,51),(50,51),(52,51),(54,51),(55,51)","(2,2146),(3,2146),(8,2146),(9,2146),(10,2146),(12,2146),(14,2146),(17,2146),(19,2146),(602,2146),(617,2146),(619,2146),(620,2146),(621,2146),(622,2146),(623,2146),(624,2146),(625,2146),(626,2146),(627,2146),(628,2146),(633,2146),(637,2146),(640,2146),(645,2146),(646,2146),(647,2146),(649,2146),(650,2146),(651,2146),(652,2146),(653,2146),(654,2146),(2061,2146),(2136,2146),(2137,2146),(2142,2146),(2147,2146),(2166,2146),(2197,2146)"
200997AB,qvdf,615,202825,,,-1,0,-1,-1,9,,9,1500_1800,132.248,1.452,132.248,3.786,20.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.355,9.0,5.214,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,166.898,8.345,166.898,8.345,0.0,0.0,"LINESTRING (-112.460447 33.693294, -112.462520 33.711523)",130.8,0.0,0.0,0.0,0.0,135.8,0.0,-3.6,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,132.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(20,0),(20,1),(20,2),(20,7),(20,8),(20,9),(20,11),(20,13),(20,16),(20,18),(20,19),(20,21),(20,22),(20,24),(20,25),(20,26),(20,27),(20,28),(20,29),(20,30),(20,31),(20,32),(20,33),(20,34),(20,35),(20,36),(20,37),(20,38),(20,39),(20,40),(20,41),(20,42),(20,43),(20,46),(20,48),(20,49),(20,50),(20,52),(20,55)","(615,1),(615,2),(615,3),(615,8),(615,9),(615,10),(615,12),(615,14),(615,17),(615,19),(615,602),(615,617),(615,619),(615,621),(615,622),(615,623),(615,624),(615,625),(615,626),(615,627),(615,628),(615,633),(615,637),(615,640),(615,645),(615,646),(615,647),(615,649),(615,650),(615,651),(615,652),(615,653),(615,654),(615,2061),(615,2136),(615,2137),(615,2142),(615,2147),(615,2197)"
200997BA,qvdf,202825,615,,,-1,0,-1,-1,9,,9,1500_1800,144.397,1.508,144.397,3.786,20.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.355,9.0,5.693,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,182.231,9.112,182.231,9.112,0.0,0.0,"LINESTRING (-112.465706 33.711161, -112.463633 33.692932)",142.9,0.0,0.0,0.0,0.0,183.0,0.0,-38.6,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,3.79,144.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(1,20),(2,20),(7,20),(8,20),(9,20),(11,20),(13,20),(16,20),(18,20),(19,20),(21,20),(22,20),(24,20),(25,20),(26,20),(27,20),(28,20),(29,20),(30,20),(31,20),(32,20),(33,20),(34,20),(35,20),(36,20),(37,20),(38,20),(39,20),(40,20),(41,20),(42,20),(43,20),(46,20),(48,20),(49,20),(50,20),(52,20),(54,20),(55,20)","(2,615),(3,615),(8,615),(9,615),(10,615),(12,615),(14,615),(17,615),(19,615),(602,615),(617,615),(619,615),(621,615),(622,615),(623,615),(624,615),(625,615),(626,615),(627,615),(628,615),(633,615),(637,615),(640,615),(645,615),(646,615),(647,615),(649,615),(650,615),(651,615),(652,615),(653,615),(654,615),(2061,615),(2136,615),(2137,615),(2142,615),(2147,615),(2166,615),(2197,615)"
200998AB,qvdf,202824,202894,,,-1,0,-1,-1,4,,4,1500_1800,115.984,0.054,115.984,0.768,39.702,0.993,0.077,0.082,500.0,0.0,0.006,0.355,1.0,41.157,1.169,1.195,0.017,0.0,40.0,34.0,0.498,1.0,39.702,33.715,58.929,1.484,58.929,1.484,0.011,0.0,"LINESTRING (-112.469722 33.712942, -112.478543 33.712949)",115.9,0.0,0.0,0.0,0.0,12.6,0.0,103.4,40.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,39.988,39.95,39.913,39.876,39.838,39.801,39.763,39.726,37.73,39.8,39.875,39.95,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,115.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based,"(1,15),(2,15),(7,15),(8,15),(9,15),(11,15),(13,15),(16,15),(18,15),(19,15),(21,15),(22,15),(23,15),(24,15),(25,15),(26,15),(27,15),(28,15),(29,15),(30,15),(31,15),(32,15),(33,15),(34,15),(35,15),(36,15),(37,15),(38,15),(39,15),(40,15),(41,15),(42,15),(43,15),(46,15),(48,15),(49,15),(50,15),(52,15),(54,15),(55,15)","(2,16),(3,16),(8,16),(9,16),(10,16),(12,16),(14,16),(17,16),(19,16),(602,16),(617,16),(619,16),(620,16),(621,16),(622,16),(623,16),(624,16),(625,16),(626,16),(627,16),(628,16),(633,16),(637,16),(640,16),(645,16),(646,16),(647,16),(649,16),(650,16),(651,16),(652,16),(653,16),(654,16),(2061,16),(2136,16),(2137,16),(2142,16),(2147,16),(2166,16),(2197,16)"
