link_id,vdf_type,from_node_id,to_node_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,preload_volume,person_volume,travel_time,speed,speed_ratio,VOC,DOC,capacity,queue,avg_waiting_time_in_min,qdf,lanes,D,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_sov,person_vol_hov2,person_vol_hov3,person_vol_sut,person_vol_mut,obs_count,upper_bound_type,dev,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,TT_0,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,SVol_0,SVol_1,SVol_2,SVol_3,SVol_4,SVol_5,SVol_6,SVol_7,SVol_8,SVol_9,SVol_10,SVol_11,SVol_12,SVol_13,SVol_14,SVol_15,SVol_16,SVol_17,SVol_18,SVol_19,notes
200820AB,qvdf,202925,202924,,,-1,0,-1,-1,4,,4,1500_1800,1203.077,1.6,1203.077,2.203,27.956,0.717,0.802,0.854,500.0,0.0,0.624,0.355,1.0,426.914,1.169,1.195,0.894,0.0,39.0,33.15,0.498,1.0,27.956,22.943,1234.778,44.168,1234.778,44.168,12.507,6.92,"LINESTRING (-112.446534 33.715240, -112.463350 33.712930)",1201.5,0.0,0.0,0.0,0.0,1203.077,0.0,1007.3,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.686,37.744,36.803,35.861,34.919,33.977,35.386,26.198,24.076,34.04,34.592,37.237,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,1203.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,period-based
200820BA,qvdf,202924,202925,,,-1,0,-1,-1,4,,4,1500_1800,1173.696,1.544,1173.696,2.177,28.285,0.725,0.782,0.833,500.0,0.0,0.598,0.355,1.0,416.488,1.169,1.195,0.857,0.0,39.0,33.15,0.498,1.0,28.285,23.236,1204.622,42.589,1204.622,42.589,11.701,6.25,"LINESTRING (-112.462914 33.709754, -112.446098 33.712064)",1172.2,0.0,0.0,0.0,0.0,1173.696,0.0,1027.4,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.69,37.759,36.828,35.898,34.967,34.036,35.865,26.752,24.462,34.762,34.734,37.293,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,1173.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200821AB,qvdf,202925,202923,,,-1,0,-1,-1,2,,2,1500_1800,2255.369,628.227,2255.369,1.413,49.521,0.884,0.418,0.452,900.0,0.0,0.163,0.361,2.0,407.113,1.235,1.177,0.322,0.0,56.0,47.6,0.457,1.0,49.521,41.492,2630.392,53.117,2630.392,53.117,6.146,0.0,"LINESTRING (-112.445319 33.714907, -112.459997 33.726565)",1627.1,0.0,0.0,0.0,0.0,2255.369,0.0,-1577.8,55.977,55.91,55.842,55.774,55.706,55.638,55.571,52.768,55.651,55.746,55.841,55.937,55.966,55.865,55.765,55.664,55.563,55.462,55.361,55.26,55.159,55.058,54.958,54.857,54.756,54.655,51.866,54.772,54.913,55.055,55.197,55.339,55.48,55.622,55.764,55.906,55.706,54.826,53.945,53.064,52.183,51.303,50.422,48.847,46.074,50.852,52.783,54.713,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,2255.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200821BA,qvdf,202923,202925,,,-1,0,-1,-1,2,,2,1500_1800,2226.26,664.332,2226.26,1.41,49.646,0.887,0.412,0.447,900.0,0.0,0.16,0.361,2.0,401.859,1.235,1.177,0.315,0.0,56.0,47.6,0.457,1.0,49.646,41.608,2596.443,52.299,2596.443,52.299,5.934,0.0,"LINESTRING (-112.461991 33.724055, -112.447313 33.712397)",1561.9,0.0,0.0,0.0,0.0,2226.26,0.0,-1729.8,55.975,55.901,55.826,55.752,55.677,55.603,55.528,52.725,55.617,55.721,55.826,55.93,55.963,55.852,55.742,55.631,55.52,55.409,55.299,55.188,55.077,54.967,54.856,54.745,54.634,54.524,51.737,54.651,54.807,54.963,55.118,55.274,55.429,55.585,55.741,55.896,55.713,54.851,53.988,53.126,52.264,51.402,50.54,49.044,46.271,50.973,52.858,54.743,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,2226.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200831AB,qvdf,202909,202908,,,-1,0,-1,-1,2,,2,1500_1800,1462.042,10.124,1462.042,0.826,36.697,0.941,0.271,0.293,900.0,0.0,0.049,0.361,2.0,263.911,1.235,1.177,0.154,0.0,39.0,33.15,0.457,1.0,36.697,30.964,738.302,20.119,738.302,20.119,1.188,0.0,"LINESTRING (-112.452710 33.640116, -112.461465 33.639989)",1451.9,0.0,0.0,0.0,0.0,1462.042,0.0,-685.4,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.999,38.999,38.999,38.999,38.999,38.999,37.049,38.999,38.999,38.999,38.999,39.0,39.0,39.0,39.0,39.0,38.9,38.601,38.301,38.002,37.703,37.403,37.104,36.804,34.866,37.336,37.96,38.584,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,1462.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200831BA,qvdf,202908,202909,,,-1,0,-1,-1,2,,2,1500_1800,1076.965,10.076,1076.965,0.806,37.595,0.964,0.199,0.216,900.0,0.0,0.029,0.361,2.0,194.401,1.235,1.177,0.092,0.0,39.0,33.15,0.457,1.0,37.595,31.812,543.846,14.466,543.846,14.466,0.521,0.0,"LINESTRING (-112.461419 33.636783, -112.452664 33.636910)",1066.9,0.0,0.0,0.0,0.0,1076.965,0.0,-420.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.999,38.999,38.999,38.999,38.999,38.999,37.049,38.999,38.999,38.999,38.999,39.0,39.0,39.0,39.0,39.0,38.94,38.76,38.581,38.401,38.221,38.041,37.861,37.682,35.745,38.018,38.386,38.755,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1076.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200833AB,qvdf,202905,202904,,,-1,0,-1,-1,4,,4,1500_1800,1.116,0.0,1.116,3.266,40.0,1.0,0.001,0.001,500.0,0.0,0.0,0.355,1.0,0.396,1.169,1.195,0.0,0.0,40.0,34.0,0.498,1.0,40.0,34.0,2.43,0.061,2.43,0.061,0.0,0.0,"LINESTRING (-112.478596 33.680470, -112.440812 33.680415)",1.1,0.0,0.0,0.0,0.0,1.116,0.0,-6.7,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200833BA,qvdf,202904,202905,,,-1,0,-1,1,4,,4,1500_1800,1.885,0.0,1.885,3.266,40.0,1.0,0.001,0.001,500.0,0.0,0.0,0.355,1.0,0.669,1.169,1.195,0.0,0.0,40.0,34.0,0.498,1.0,40.0,34.0,4.103,0.103,4.103,0.103,0.0,0.0,"LINESTRING (-112.440808 33.683621, -112.478592 33.683676)",1.9,0.0,0.0,0.0,0.0,1.885,0.0,-7.3,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200846AB,qvdf,615,202905,,,-1,0,-1,-1,9,,9,1500_1800,1.116,0.0,1.116,3.66,20.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.355,9.0,0.044,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,1.362,0.068,1.362,0.068,0.0,0.0,"LINESTRING (-112.462929 33.694446, -112.479483 33.683406)",1.1,0.0,0.0,0.0,0.0,1.116,0.0,-6.4,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200846BA,qvdf,202905,615,,,-1,0,-1,-1,9,,9,1500_1800,1.885,0.0,1.885,3.66,20.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.355,9.0,0.074,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,2.299,0.115,2.299,0.115,0.0,0.0,"LINESTRING (-112.477705 33.680740, -112.461151 33.691780)",1.9,0.0,0.0,0.0,0.0,1.885,0.0,-7.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
