link_id,vdf_type,from_node_id,to_node_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,preload_volume,person_volume,travel_time,speed,speed_ratio,VOC,DOC,capacity,queue,avg_waiting_time_in_min,qdf,lanes,D,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_sov,person_vol_hov2,person_vol_hov3,person_vol_sut,person_vol_mut,obs_count,upper_bound_type,dev,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,TT_0,TT_1,TT_2,TT_3,TT_4,TT_5,TT_6,TT_7,TT_8,TT_9,TT_10,TT_11,TT_12,TT_13,TT_14,TT_15,TT_16,TT_17,TT_18,TT_19,SVol_0,SVol_1,SVol_2,SVol_3,SVol_4,SVol_5,SVol_6,SVol_7,SVol_8,SVol_9,SVol_10,SVol_11,SVol_12,SVol_13,SVol_14,SVol_15,SVol_16,SVol_17,SVol_18,SVol_19,notes
200820AB,qvdf,202925,202924,,,-1,0,-1,-1,4,,4,1500_1800,1208.717,1.6,1208.717,2.208,27.893,0.715,0.806,0.858,500.0,0.0,0.629,0.355,1.0,428.916,1.169,1.195,0.901,0.0,39.0,33.15,0.498,1.0,27.893,22.887,1240.567,44.475,1240.567,44.475,12.666,7.052,"LINESTRING (-112.446534 33.715240, -112.463350 33.712930)",1207.1,0.0,0.0,0.0,0.0,1208.717,0.0,1012.9,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.685,37.741,36.798,35.854,34.91,33.966,35.284,26.095,24.003,33.892,34.563,37.225,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,2.21,1208.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200820BA,qvdf,202924,202925,,,-1,0,-1,-1,4,,4,1500_1800,1175.963,1.544,1175.963,2.179,28.26,0.725,0.784,0.835,500.0,0.0,0.6,0.355,1.0,417.293,1.169,1.195,0.86,0.0,39.0,33.15,0.498,1.0,28.26,23.214,1206.95,42.709,1206.95,42.709,11.762,6.301,"LINESTRING (-112.462914 33.709754, -112.446098 33.712064)",1174.4,0.0,0.0,0.0,0.0,1175.963,0.0,1029.7,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.689,37.758,36.826,35.895,34.963,34.032,35.832,26.708,24.432,34.71,34.723,37.289,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,1175.96,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200821AB,qvdf,202925,202923,,,-1,0,-1,-1,2,,2,1500_1800,2002.222,628.227,2002.222,1.383,50.59,0.903,0.371,0.402,900.0,0.0,0.134,0.361,2.0,361.418,1.235,1.177,0.263,0.0,56.0,47.6,0.457,1.0,50.59,42.488,2335.152,46.158,2335.152,46.158,4.459,0.0,"LINESTRING (-112.445319 33.714907, -112.459997 33.726565)",1374.0,0.0,0.0,0.0,0.0,2002.222,0.0,-1831.0,55.977,55.91,55.842,55.774,55.706,55.638,55.571,52.768,55.651,55.746,55.841,55.937,55.966,55.865,55.765,55.664,55.563,55.462,55.361,55.26,55.159,55.058,54.958,54.857,54.756,54.655,51.866,54.772,54.913,55.055,55.197,55.339,55.48,55.622,55.764,55.906,55.759,55.035,54.311,53.587,52.864,52.14,51.416,50.633,47.857,51.848,53.405,54.962,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,2002.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200821BA,qvdf,202923,202925,,,-1,0,-1,-1,2,,2,1500_1800,2051.94,664.332,2051.94,1.389,50.384,0.9,0.38,0.412,900.0,0.0,0.139,0.361,2.0,370.393,1.235,1.177,0.274,0.0,56.0,47.6,0.457,1.0,50.384,42.295,2393.137,47.498,2393.137,47.498,4.763,0.0,"LINESTRING (-112.461991 33.724055, -112.447313 33.712397)",1387.6,0.0,0.0,0.0,0.0,2051.94,0.0,-1904.1,55.975,55.901,55.826,55.752,55.677,55.603,55.528,52.725,55.617,55.721,55.826,55.93,55.963,55.852,55.742,55.631,55.52,55.409,55.299,55.188,55.077,54.967,54.856,54.745,54.634,54.524,51.737,54.651,54.807,54.963,55.118,55.274,55.429,55.585,55.741,55.896,55.749,54.995,54.241,53.488,52.734,51.98,51.227,50.269,47.493,51.661,53.288,54.915,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,2051.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200831AB,qvdf,202909,202908,,,-1,0,-1,-1,2,,2,1500_1800,1213.218,10.124,1213.218,0.812,37.294,0.956,0.225,0.243,900.0,0.0,0.036,0.361,2.0,218.996,1.235,1.177,0.113,0.0,39.0,33.15,0.457,1.0,37.294,31.527,612.651,16.428,612.651,16.428,0.719,0.0,"LINESTRING (-112.452710 33.640116, -112.461465 33.639989)",1203.1,0.0,0.0,0.0,0.0,1213.218,0.0,-934.2,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.999,38.999,38.999,38.999,38.999,38.999,37.049,38.999,38.999,38.999,38.999,39.0,39.0,39.0,39.0,39.0,38.927,38.707,38.488,38.269,38.049,37.83,37.61,37.391,35.455,37.795,38.247,38.699,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1213.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200831BA,qvdf,202908,202909,,,-1,0,-1,-1,2,,2,1500_1800,947.918,10.076,947.918,0.8,37.86,0.971,0.176,0.19,900.0,0.0,0.023,0.361,2.0,171.107,1.235,1.177,0.074,0.0,39.0,33.15,0.457,1.0,37.86,32.064,478.68,12.643,478.68,12.643,0.37,0.0,"LINESTRING (-112.461419 33.636783, -112.452664 33.636910)",937.8,0.0,0.0,0.0,0.0,947.918,0.0,-549.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,37.05,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,38.999,38.999,38.999,38.999,38.999,38.999,37.049,38.999,38.999,38.999,38.999,39.0,39.0,39.0,39.0,39.0,38.952,38.806,38.661,38.516,38.371,38.226,38.081,37.935,35.997,38.211,38.507,38.803,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,947.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200833AB,qvdf,202905,202904,,,-1,0,-1,-1,4,,4,1500_1800,1.133,0.0,1.133,3.266,40.0,1.0,0.001,0.001,500.0,0.0,0.0,0.355,1.0,0.402,1.169,1.195,0.0,0.0,40.0,34.0,0.498,1.0,40.0,34.0,2.466,0.062,2.466,0.062,0.0,0.0,"LINESTRING (-112.478596 33.680470, -112.440812 33.680415)",1.1,0.0,0.0,0.0,0.0,1.133,0.0,-6.7,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200833BA,qvdf,202904,202905,,,-1,0,-1,1,4,,4,1500_1800,1.566,0.0,1.566,3.266,40.0,1.0,0.001,0.001,500.0,0.0,0.0,0.355,1.0,0.556,1.169,1.195,0.0,0.0,40.0,34.0,0.498,1.0,40.0,34.0,3.41,0.085,3.41,0.085,0.0,0.0,"LINESTRING (-112.440808 33.683621, -112.478592 33.683676)",1.6,0.0,0.0,0.0,0.0,1.566,0.0,-7.6,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,3.27,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200846AB,qvdf,615,202905,,,-1,0,-1,-1,9,,9,1500_1800,1.133,0.0,1.133,3.66,20.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.355,9.0,0.045,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,1.382,0.069,1.382,0.069,0.0,0.0,"LINESTRING (-112.462929 33.694446, -112.479483 33.683406)",1.1,0.0,0.0,0.0,0.0,1.133,0.0,-6.4,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
200846BA,qvdf,202905,615,,,-1,0,-1,-1,9,,9,1500_1800,1.566,0.0,1.566,3.66,20.0,1.0,0.0,0.0,99999.0,0.0,0.0,0.355,9.0,0.062,1.169,1.195,0.0,0.0,20.0,17.0,0.498,1.0,20.0,17.0,1.911,0.096,1.911,0.096,0.0,0.0,"LINESTRING (-112.477705 33.680740, -112.461151 33.691780)",1.6,0.0,0.0,0.0,0.0,1.566,0.0,-7.3,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,3.66,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,period-based
